SQ00131192	广州	https://gz.lianjia.com/	江岸花园	保利江岸花园	(白云金沙洲)彩滨北路保利江岸花园	40668	1651户	121栋	2010-2015年 	2.8元/平米/月	暂无信息	lianjia
SQ00131193	广州	https://gz.lianjia.com/	汇海花园	保利汇海花园	"(白云金沙洲)彩滨北路保利西海岸汇海花园, 汇海大街保利西海岸汇海花园,汇海大街19号"	34568	2736户	10栋	2010-2017年 	2.8元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131194	广州	https://gz.lianjia.com/	半山花园	保利半山花园	(从化江浦街)大广高速保利半山花园	0	24户	12栋	2018年 	2.5元/平米/月	暂无信息	lianjia
SQ00131195	广州	https://gz.lianjia.com/	香逸花园	保利香逸花园	(番禺桥南)南城路536号	40431	479户	4栋	2010-2012年 	2.6至2.8元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131196	广州	https://gz.lianjia.com/	亚奥花园	保利亚奥花园	(番禺石楼)黄山路45号	21248	912户	14栋	2010年 	1.95至3.8元/平米/月	暂无信息	lianjia
SQ00131197	广州	https://gz.lianjia.com/	天悦花园	保利天悦花园	(海珠万胜围)海珠区琶洲街道琶洲村新马路18号(琶洲塔公园东侧)	174084	1611户	22栋	2013-2019年 	3.6至4.5元/平米/月	保利物业	lianjia
SQ00131198	广州	https://gz.lianjia.com/	琶洲新村	琶洲新村	(海珠万胜围)新港东路琶洲新村	64690	7685户	23栋	1997-2016年 	2至13元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131199	广州	https://gz.lianjia.com/	保利康桥	保利康桥	(海珠滨江中)滨江中路746号	93284	225户	3栋	2007-2008年 	3至3.3元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131200	广州	https://gz.lianjia.com/	海棠花园	保利海棠花园	(海珠江燕路)江燕路保利海棠花园	62657	532户	10栋	2005-2012年 	1至1.98元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131201	广州	https://gz.lianjia.com/	百合花园	保利百合花园二期	(海珠江燕路)工业大道中381号	45755	323户	3栋	2004-2007年 	1.93元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131202	广州	https://gz.lianjia.com/	保利花园	保利花园	(海珠工业大道中)工业大道中400号	46613	5140户	128栋	1995-2007年 	1至3.5元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131203	广州	https://gz.lianjia.com/	红棉花园	保利红棉花园	(海珠江燕路)江燕路353号	34189	3098户	57栋	1997-2004年 	0.75元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131204	广州	https://gz.fang.com/	中珺广场									ftx
SQ00131205	广州	https://gz.lianjia.com/	香雪山	保利香雪山花园	(黄埔科学城)水西环路	0	1078户	21栋	2009-2011年 	0.5至2.5元/平米/月	上海保利物业酒店管理有限公司广州分公司	lianjia
SQ00131206	广州	https://gz.lianjia.com/	瀚林花园	保利学府里	(黄埔大沙地)蟹山路48号	50121	967户	6栋	2014-2018年 	2.79至2.8元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131207	广州	https://gz.lianjia.com/	林语山庄	保利林语山庄	(黄埔科学城)开创大道北保利林语山庄	0	1946户	215栋	2004-2012年 	2至3.2元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131208	广州	https://gz.lianjia.com/	罗兰国际	保利罗兰国际	(黄埔科学城)开创大道保利罗兰国际	0	4277户	26栋	2013-2021年 	2.8至3.18元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131209	广州	https://gz.lianjia.com/	茉莉花园	越秀保利爱特城	(黄埔香雪)文宝街3号	23605	4562户	24栋	2012-2020年 	2.8至6元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131210	广州	https://gz.lianjia.com/	海荣花园	远大芳华都汇	(荔湾西朗)花地大道南66号	0	272户	2栋	2010年 	3元/平米/月	天津津滨联合物业有限公司	lianjia
SQ00131211	广州	https://gz.lianjia.com/	花漾花园	保利花海湾	(荔湾茶滘)百花路111号	44244	2075户	13栋	2020-2021年 	3.2至3.5元/平米/月	暂无信息	lianjia
SQ00131212	广州	https://gz.lianjia.com/	花香美苑	保利花香美苑	(荔湾龙溪)广州市荔湾区水秀二路	36982	2503户	16栋	2014-2015年 	2.8元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131213	广州	https://gz.lianjia.com/	曼宁花园	葛洲坝保利曼城	(荔湾广钢新城)鹤洞路157号	47093	1101户	4栋	2014-2019年 	3.2元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131214	广州	https://gz.lianjia.com/	紫林香苑	保利紫林香苑	(荔湾龙溪)龙溪中路	31886	2058户	12栋	2014-2015年 	2.8元/平米/月	暂无信息	lianjia
SQ00131215	广州	https://gz.lianjia.com/	海德花园	海德花园	(白云新市)机场路1251号	26581	439户	8栋	1998-1999年 	1.2至4.5元/平米/月	海德花园物业管理公司	lianjia
SQ00131216	广州	https://gz.lianjia.com/	星满花园	保利星满花园	(南沙榄核镇)榄核镇镇南路南侧	19478	2568户	24栋	2018-2019年 	2.8元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131217	广州	https://gz.lianjia.com/	睿峰园	茶山睿峰园	(天河五山)茶山路236号	80254	224户	5栋	2011年 	2.5元/平米/月	广东华信物业管理有限公司	lianjia
SQ00131218	广州	https://gz.lianjia.com/	博雅御轩	博雅御轩	(天河珠江新城中)兴盛路博雅御轩	114711	877户	4栋	2008-2010年 	2.3至3.3元/平米/月	保利物业发展股份有限公司广州百合花园物业服务中心	lianjia
SQ00131219	广州	https://gz.lianjia.com/	中宇广场	保利中宇广场	"(天河龙口东)天河北路保利中宇广场,天河北路628"	111324	675户	3栋	2001-2012年 	2.9至13元/平米/月	保利物业发展股份有限公司广州百合花园物业服务中心	lianjia
SQ00131220	广州	https://gz.lianjia.com/	香槟花园	保利香槟花园	(天河珠江新城西)华就路保利香槟花园	127979	580户	3栋	2004年 	2.8元/平米/月	暂无信息	lianjia
SQ00131221	广州	https://gz.lianjia.com/	中辰广场	保利中辰广场	(天河龙口西)龙口西路保利中辰广场	94624	613户	3栋	2010-2013年 	2.95至15元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131222	广州	https://gz.lianjia.com/	心语花园	保利心语	(天河珠江新城中)兴盛路保利心语花园	0	1770户	8栋	2000-2019年 	2.6至10元/平米/月	暂无信息	lianjia
SQ00131223	广州	https://gz.lianjia.com/	林海山庄	保利林海山庄	(天河龙洞)天源路	50808	1710户	18栋	1990-2012年 	1.8至2.4元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131224	广州	https://gz.lianjia.com/	中环广场	保利中环广场	(越秀建设路)环市东路保利中环广场	87226	1660户	6栋	2009年 	2.5至15元/平米/月	保利物业管理有限公司（高力国际专业顾问）	lianjia
SQ00131225	广州	https://gz.lianjia.com/	北京大厦	北京大厦	(越秀北京路)北京路68号	61301	513户	1栋	2002年 	1.9元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131226	广州	https://gz.lianjia.com/	麓苑大厦	云苑大厦	(白云机场路)棠祺街云苑大厦	17582	119户	8栋	1990年 	0.6元/平米/月	广州市云天物业管理有限公司	lianjia
SQ00131227	广州	https://gz.lianjia.com/	平方花园	保利平方花园	(增城永宁)增城区创优路51号	14613	673户	4栋	2019年 	3元/平米/月	保利物业	lianjia
SQ00131228	广州	https://gz.lianjia.com/	东江首府	保利东江首府	(增城新塘南)江府大道2号	21078	4163户	216栋	2012-2017年 	2.1至3.6元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131229	广州	https://gz.lianjia.com/	壹号公馆	壹号公馆	(天河粤垦)广园东瘦狗岭路313号	45893	166户	3栋	2002-2012年 	2.26至3.8元/平米/月	伟之成物业管理有限公司	lianjia
SQ00131230	广州	https://gz.lianjia.com/	保利立方花园	保利立方花园	(增城永宁)增城永宁大道（时代廊桥旁）	14722	1626户	12栋	2017-2019年 	2.8至3元/平米/月	广州市保利物业管理有限公司	lianjia
SQ00131231	广州	https://gz.lianjia.com/	山水大院	保利小楼大院	(增城小楼镇)小楼镇小楼人家风景区内	15726	175户	29栋	2018-2019年 	2至3.8元/平米/月	暂无信息	lianjia
SQ00139973	上海	https://sh.lianjia.com/	美岸栖庭	美岸栖庭	"(宝山高境) 国权北路828弄, 何家湾路125号, 高逸路226号, 何家湾路113号, 何家湾路102号"	67938	2462户	104栋	2005-2013年 	0.8至2.4元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139974	上海	https://sh.lianjia.com/	依云湾	旭辉依云湾(别墅)	(宝山顾村)顾北路666弄	59413	349户	345栋	2008-2019年 	2.3至2.4元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139975	上海	https://sh.lianjia.com/	澜悦苑	民悦苑	(宝山张庙)通河三村1-2、8-59、63-93、170-202号	51994	1854户	129栋	1990-2006年 	0.5至0.8元/平米/月	通河物业	lianjia
SQ00139976	上海	https://sh.lianjia.com/	上河苑	恒大华城上河苑	(浦东杨思前滩)杨新路282弄	75973	648户	44栋	2000-2001年 	0.95元/平米/月	恒大锦之嘉物业有限公司	lianjia
SQ00139977	上海	https://sh.lianjia.com/	虹桥国际广场	旭辉虹桥国际广场	(长宁北新泾)通协路288弄	0	186户	10栋	2010-2011年 	15元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139978	上海	https://sh.lianjia.com/	崇明金月湾	金玥湾	(金山金山新城)龙堰路与卫零北路交汇处	24443	1310户	65栋	2021-2022年 	2至3.1元/平米/月	暂无信息	lianjia
SQ00139979	上海	https://sh.lianjia.com/	海湾国际名苑	海湾国际名苑	(奉贤海湾)海马路5111弄	16476	394户	336栋	2013年 	3.2元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139980	上海	https://sh.lianjia.com/	阳光海岸	阳光海岸(公寓)	(奉贤海湾)海湾路369弄	12516	120户	14栋	2005年 	2.82元/平米/月	上海海岸线置业有限公司	lianjia
SQ00139981	上海	https://sh.lianjia.com/	圣地雅歌海墅	圣地雅歌海墅	(奉贤海湾)人民塘路326弄	32517	104户	102栋	2009年 	3.9元/平米/月	上海复欣物业管理发展有限公司	lianjia
SQ00139982	上海	https://sh.fang.com/	临潼188金融创新									ftx
SQ00139983	上海	https://sh.lianjia.com/	旭辉新天地	旭辉U天地(商业类)	(嘉定南翔)宝翔路158弄	0	1214户	12栋	2014-2016年 	4至4.5元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139984	上海	https://sh.lianjia.com/	南翔商都	同济融景雅苑	(嘉定南翔)金通路1968弄	58056	648户	20栋	2015年 	2.7元/平米/月	上海同科物业管理有限公司	lianjia
SQ00139985	上海	https://sh.lianjia.com/	旭辉华庭	旭辉华庭	"(嘉定嘉定新城)白银路928弄,高台路1333弄"	0	270户	6栋	2013年 	3.8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139986	上海	https://sh.lianjia.com/	右岸嘉园	右岸嘉园	(嘉定嘉定老城)良舍路199弄	37169	346户	9栋	2001-2009年 	1.75元/平米/月	上海申大物业有限公司	lianjia
SQ00139987	上海	https://sh.fang.com/	安亭高尔夫别墅	旭辉铂悦西郊	博园路6155弄	50095	249栋		2016年建成	UNKOWN	上海永生物业管理有限公司	ftx
SQ00139988	上海	https://sh.lianjia.com/	首创旭辉城	首创旭辉城	(嘉定徐行)汇源路518弄	25894	1689户	42栋	2016-2018年 	2.8至2.88元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139989	上海	https://sh.lianjia.com/	旭辉锦庭	旭辉锦庭	"(嘉定菊园新区)双坪路200弄, 双坪路185弄"	36339	1058户	23栋	2014年 	2.4元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139990	上海	https://sh.fang.com/	旭辉安亭和阅雅苑									ftx
SQ00139991	上海	https://sh.lianjia.com/	四方新城	四方新城	(静安静安寺)巨鹿路568弄	141089	478户	9栋	1997-2000年 	3.1至3.9元/平米/月	上海复欣物业管理发展有限公司	lianjia
SQ00139992	上海	https://sh.lianjia.com/	山鑫阳光城	山鑫阳光城	(金山金山新城)蒙山路1090弄	21267	1557户	133栋	1999-2002年 	0.75至1.09元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139993	上海	https://sh.lianjia.com/	新城旭辉府	新城旭辉府	(金山金山新城)海盛路500弄	23239	2218户	91栋	2015-2016年 	1.7元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139994	上海	https://sh.lianjia.com/	浦江国际广场	旭辉浦江国际广场(酒店式公寓)	"(闵行浦江)恒南路899号,恒南路851号"	0	1249户	2栋	2013年 	5.6元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139995	上海	https://sh.lianjia.com/	恒基旭辉中心商办	恒基旭辉中心(商铺)	"(闵行华漕)申虹路1088弄, 申虹路1088弄1-3.5-13.17.18.20-23.25-27.29.30.32.33.35-38号, 申虹路1170号, 申虹路1186号, 申虹路1176号, 申虹路1188弄, 申虹路1168号, 申虹路1150号, 申虹路1180号, 申虹路1158号, 申虹路1162号, 申虹路1190号, 申虹路1192号, 申贵路2099号, 申贵路2103号, 申贵路2111号, 申虹路1200号, 申虹路1206号, 申虹路1210号, 申虹路1216号, 申虹路1220号, 申虹路1226号, 申虹路1232号, 申贵路2107号, 申虹路1236号, 申虹路1196号, 申虹路1238号,申贵路1799弄"	0	208户	57栋	2016年 	暂无信息	暂无信息	lianjia
SQ00139996	上海	https://sh.lianjia.com/	龙柏三村	龙柏三村	(闵行龙柏)龙柏三村1-242号	62149	85户	6栋	1995-1996年 	0.58元/平米/月	暂无信息	lianjia
SQ00139997	上海	https://sh.fang.com/	永同昌旭辉商务广场									ftx
SQ00139998	上海	https://sh.lianjia.com/	龙柏四季花园	龙柏四季花园	(闵行龙柏)青杉路150弄	90254	429户	19栋	2004年 	1.8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00139999	上海	https://sh.lianjia.com/	恒基旭辉中心住宅	恒基旭辉中心(公寓)	(闵行华漕)申贵路1799弄	70510	381户	18栋	2014-2015年 	3.8至3.85元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140000	上海	https://sh.fang.com/	艾为电子技术股份有限公司宿舍物业服务中心									ftx
SQ00140001	上海	https://sh.lianjia.com/	国贸启润控股虹桥总部办公楼	国贸花园	(虹口四川北路)海伦路555弄	70282	420户	4栋	1997-1998年 	1.45元/平米/月	中波物业	lianjia
SQ00140002	上海	https://sh.lianjia.com/	金汇花园	金汇花园三街坊先锋公寓	(闵行金汇)红松路175弄73-183号（单号）	64936	660户	55栋	1995-1999年 	0.8元/平米/月	上海宗亿物业有限公司	lianjia
SQ00140003	上海	https://sh.lianjia.com/	识庐	旭辉识庐	(闵行金汇)红松路81弄169支弄	94883	29户	4栋	2015年 	4.1元/平米/月	旭辉集团旗下永升物业	lianjia
SQ00140004	上海	https://sh.lianjia.com/	奥塞花园	奥塞花园	(闵行莘庄南广场)普洱路88弄	71843	839户	29栋	2005-2006年 	1.7至1.8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140005	上海	https://sh.lianjia.com/	旭辉都会名庭	旭辉江山都会	(闵行浦江)永跃路208弄	52776	588户	21栋	2021-2022年 	3至3.98元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140006	上海	https://sh.lianjia.com/	康桥城中半岛花园	双秀南园	(浦东康桥)上南路6869弄	44221	307户	38栋	2004年 	0.6至0.8元/平米/月	上海鑫鑫物业公司分公司	lianjia
SQ00140007	上海	https://sh.fang.com/	永升怡置公司									ftx
SQ00140008	上海	https://sh.lianjia.com/	泊景雅园	雅园	(长宁西郊)哈密路758弄	72171	130户	10栋	2002年 	1.8元/平米/月	上海中建物业管理有限公司	lianjia
SQ00140009	上海	https://sh.lianjia.com/	张江国际豪庭	毕加索小镇(二期)(公寓)	(浦东唐镇)银樽路58弄	66860	658户	26栋	2011年 	2.2元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140010	上海	https://sh.lianjia.com/	雅苑	雅苑	(青浦朱家角)沙淀中路100弄	29905	469户	65栋	2015年 	3.1至3.5元/平米/月	中信泰富物业管理有限公司	lianjia
SQ00140011	上海	https://sh.lianjia.com/	铂悦滨江	铂悦滨江	(浦东洋泾)博山路199弄	167062	308户	75栋	2001-2018年 	8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140012	上海	https://sh.lianjia.com/	洋泾商办	崮山小区三街坊	(浦东洋泾)羽山路1446弄	86957	516户	39栋	1997年 	0.6至0.8元/平米/月	上海理家物业管理有限公司	lianjia
SQ00140013	上海	https://sh.lianjia.com/	艺泰安邦花园	艺泰安邦	(浦东宣桥)南六公路399弄	26503	4395户	151栋	2005-2013年 	0.8至1.45元/平米/月	上海文化银湾物业管理有限公司	lianjia
SQ00140014	上海	https://sh.lianjia.com/	证大家园	证大家园(一期)	(浦东金桥)巨峰路667弄	75727	811户	134栋	2001-2002年 	1至1.7元/平米/月	旭辉集团旗下永升物业	lianjia
SQ00140015	上海	https://sh.fang.com/	亚瑟郡	旭辉亚瑟郡	川周公路2824号	69527	19栋	304户	2015年建成	UNKOWN	上海永升物业管理有限公司	ftx
SQ00140016	上海	https://sh.lianjia.com/	世纪广场	华敏世纪广场	"(长宁镇宁路)延安西路688弄, 延安西路650-678号(双号)"	97311	709户	18栋	2001年 	2.5至3.8元/平米/月	华闽物业	lianjia
SQ00140017	上海	https://sh.lianjia.com/	朗悦庭	旭辉朗悦庭	(青浦练塘)章练塘路880弄	15788	635户	33栋	2014年 	1.68元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140018	上海	https://sh.lianjia.com/	御品园林	御品园林	(青浦徐泾)徐南路1188弄	72333	234户	234栋	2000-2023年 	2.6至5.6元/平米/月	旭辉物业管理有限公司	lianjia
SQ00140019	上海	https://sh.lianjia.com/	玫瑰苑	建德花园玫瑰苑(公寓)	(普陀长征)同普路1680弄	66303	801户	67栋	2005-2006年 	1.1至1.5元/平米/月	上海建纬物业管理有限公司	lianjia
SQ00140020	上海	https://sh.lianjia.com/	百合宫馆	旭辉百合宫馆	(青浦盈浦)清河湾路425弄	35734	526户	94栋	2013-2019年 	2.8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140021	上海	https://sh.lianjia.com/	万和广场	旭辉纯真中心	(松江九亭)蒲汇路178弄	0	1931户	6栋	2008-2016年 	暂无信息	上海永升物业管理有限公司	lianjia
SQ00140022	上海	https://sh.lianjia.com/	安贝尔花园	旭辉安贝尔花园	(松江车墩)影振路299弄	0	1310户	267栋	2016-2017年 	3至3.2元/平米/月	上海永生物业管理有限公司	lianjia
SQ00140023	上海	https://sh.lianjia.com/	绿洲比华利花园	绿洲比华利花园	(松江莘闵别墅)明华路366弄	116502	563户	563栋	1980-2007年 	1.9至2.8元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140024	上海	https://sh.lianjia.com/	上坤旭辉墅	上坤旭辉墅	"(松江泗泾)新农河路500弄, 新农河路526号"	65714	610户	320栋	2013-2017年 	3至4元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140025	上海	https://sh.lianjia.com/	永升大厦	永升大厦	(徐汇徐家汇)中山西路2025号	0	568户	2栋	2005年 	20元/平米/月	威格斯物业顾问(上海)有限公司	lianjia
SQ00140026	上海	https://sh.lianjia.com/	朗香郡	旭辉朗香郡	(徐汇华泾)华济路28弄	121710	150户	13栋	2011-2013年 	4.3元/平米/月	上海永升物业管理有限公司	lianjia
SQ00140027	上海	https://sh.lianjia.com/	三湘七星府邸	三湘七星府邸	(杨浦新江湾城)政青路599弄	101459	91户	28栋	2013年 	4.9至6元/平米/月	上海三湘物业管理有限公司	lianjia
SQ00140028	上海	https://sh.lianjia.com/	尊堡园	江湾尊堡别墅(公寓)	(杨浦新江湾城)三门路351弄	112411	65户	6栋	2012年 	3.8至4.8元/平米/月	旭辉集团有限公司	lianjia
SQ00140029	上海	https://sh.lianjia.com/	江湾墅	旭辉江湾墅	(杨浦新江湾城)民府路1258弄	106522	133户	56栋	2014-2015年 	6至6.5元/平米/月	旭辉物业管理有限公司	lianjia
SQ00147497	上海	https://sh.lianjia.com/	创智坊	创智坊(公寓)	"(杨浦五角场)伟德路10弄,大学路63弄,大学路88弄,大学路186弄,大学路187弄,大学路268弄,大学路277弄"	96146	887户	58栋	2006-2010年 	0.6至2.35元/平米/月	江苏金枫物业服务有限责任公司	lianjia
SQ00147498	上海	https://sh.lianjia.com/	静安华庭	上海壹街区	"(静安南京西路)凤阳路588弄, 大田路158号"	130673	875户	14栋	2003-2004年 	2.06元/平米/月	上海永升物业管理有限公司	lianjia
SQ00147499	上海	https://sh.lianjia.com/	滨江108	滨江108(别墅)	(徐汇华泾)望月路900弄	0	74户	74栋	2012年 	4.5元/平米/月	暂无信息	lianjia
SQ00147500	上海	https://sh.lianjia.com/	印象欧洲城	滨江108(别墅)	(徐汇华泾)望月路900弄	0	74户	74栋	2012年 	4.5元/平米/月	暂无信息	lianjia
SQ00141025	汕头	https://st.fang.com/	冠炜水产品供应链产业园二期									ftx
SQ00141026	汕头	https://st.fang.com/	潮阳中信华庭	中信华庭	324国道平南坑尾水库	7853			2014年建成	UNKOWN	汕头中信物业服务有限公司	ftx
SQ00141027	汕头	https://st.fang.com/	恒宇大厦									ftx
SQ00141028	汕头	https://st.fang.com/	铭信华府									ftx
SQ00141029	汕头	https://st.fang.com/	澄海中信华府	上东华府	玉亭路55号（中信华府西侧）	暂无	11栋	896户	2017年建成	UNKOWN		ftx
SQ00141030	汕头	https://st.fang.com/	中信金城花园	中信金城花园	宁川路 同益路交界	11902			2018年建成	UNKOWN		ftx
SQ00141031	汕头	https://st.fang.com/	上林府	上林府	泰乐西街1号（玉亭路与泰乐街交界处）	12339	7栋	856户		UNKOWN	汕头中海物业服务有限公司	ftx
SQ00141032	汕头	https://st.fang.com/	尚逸华府									ftx
SQ00141033	汕头	https://st.fang.com/	智汇时代	智汇时代雅园	黄河路19号（黄河路与科技中路交界，高新加油站旁）	8946	4栋	542户	2016年建成	UNKOWN	汕头中信物业服务有限公司	ftx
SQ00141034	汕头	https://st.fang.com/	中海黄金海岸花园									ftx
SQ00141035	汕头	https://st.fang.com/	寰宇天下花园									ftx
SQ00141036	汕头	https://st.fang.com/	中海黄金海岸花园一二期									ftx
SQ00141037	汕头	https://st.fang.com/	中海黄金海岸花园三期									ftx
SQ00141038	汕头	https://st.fang.com/	中海黄金海岸花园四期									ftx
SQ00141039	汕头	https://st.fang.com/	中海铂悦府									ftx
SQ00141040	汕头	https://st.fang.com/	英联股份智慧产业园									ftx
SQ00141041	汕头	https://st.fang.com/	冠炜水产品供应链产业园									ftx
SQ00141042	汕头	https://st.fang.com/	中海寰宇天下花园									ftx
SQ00141043	汕头	https://st.fang.com/	金杏花园	金杏花园	汕头市金砂中路与金环北路交界处西北角	8107	11栋	247户	2000年建成	UNKOWN	中信物业服务有限公司	ftx
SQ00141044	汕头	https://st.fang.com/	怀英花园	怀英花园	汕头市天山北路9号	9710			2008年建成	UNKOWN	中信物业服务有限公司	ftx
SQ00141045	汕头	https://st.fang.com/	龙眼园	龙眼园南区	汕头市金平区龙眼中路2号	8998			1998年建成	UNKOWN	龙眼社区	ftx
SQ00141046	汕头	https://st.fang.com/	东厦花园二期	大洋花园二期	汕头市滨港路与东厦路交汇处东南角	11835			2000年建成	UNKOWN		ftx
SQ00141047	汕头	https://st.fang.com/	东厦三期									ftx
SQ00141048	汕头	https://st.fang.com/	东厦花园	汇翠．时代花园	华山北路与东厦北路交界往南300米	8550			2006年建成	UNKOWN		ftx
SQ00141049	汕头	https://st.fang.com/	嘉顿小镇	嘉顿小镇西区	金新北路中信嘉顿小镇西侧	11606			2010年建成	UNKOWN	中信物业服务有限公司	ftx
SQ00141050	汕头	https://st.fang.com/	滨江熙岸雅园	滨江熙岸雅园	护堤路10号（汕头市轻工机械厂地块）	13883	9栋	1253户	2017年建成	UNKOWN	汕头中信物业服务有限公司	ftx
SQ00141051	汕头	https://st.fang.com/	中海花园	中海花园	东海岸新城新津片区东北临滨江大道	15617	6栋	1262户	2016年建成	UNKOWN	汕头中海物业服务有限公司	ftx
SQ00141052	汕头	https://st.fang.com/	自然资源局									ftx
SQ00141053	汕头	https://st.fang.com/	华侨中学	华侨教师宿舍	文祠东路汕头市澄海华侨中学北侧华侨教师宿舍	暂无				UNKOWN		ftx
SQ00141054	汕头	https://st.fang.com/	中信大厦	中信大厦	汕头市金砂东路与天山南路交汇处东南角	7262			1995年建成	UNKOWN		ftx
SQ00141055	汕头	https://st.fang.com/	丹阳花园	丹阳庄丹阳花园	长平路国新花园后面	6885				UNKOWN		ftx
SQ00141056	汕头	https://st.fang.com/	华美大厦	华美大厦	汕头市龙湖区金砂东路124号	8095			1998年建成	UNKOWN		ftx
SQ00141057	汕头	https://st.fang.com/	信华大厦	信德华大厦	汕头市金砂东路102号	7375			1998年建成	UNKOWN		ftx
SQ00141058	汕头	https://st.fang.com/	长城花园	长城花园	汕头市长平东路与黄山路交汇处西北角	11549	4栋		2000年建成	UNKOWN	汕头中海物业服务有限公司	ftx
SQ00141059	汕头	https://st.fang.com/	华信苑	中信华信苑	黄河路衡山路交界路口	7981	6栋	484户	2000年建成	UNKOWN	中信物业服务有限公司	ftx
SQ00141060	汕头	https://st.fang.com/	环碧花园	环碧花园	汕头市金砂东路与天山南路交界处往东300米	6738			1998年建成	UNKOWN	建龙物业	ftx
SQ00141061	汕头	https://st.fang.com/	东豪华府	东豪华府	黄山路丰泽东二街北侧	13229	2栋	346户	2013年建成	UNKOWN	汕头中信物业服务有限公司	ftx
