名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
龙湖春森彼岸五期,江北北滨路,北滨一路258号,20968,塔楼,749户,2栋,商品房,2014-2021年 ,2.8元/平米/月,暂无信息,暂无信息
龙湖北滨910,江北北滨路,观音桥鼎升国际旁,19300,塔楼,666户,1栋,商品房,2019-2022年 ,3.6元/平米/月,龙湖物业服务集团有限公司,暂无信息
珠江壹号,江北北滨路,北滨一路珠江壹号,16610,塔楼,524户,1栋,商品房,2013-2014年 ,2.2元/平米/月,重庆珠江物业管理有限公司,暂无信息
财信北滨壹品,江北北滨路,建新西路财信北滨壹品,0,未知类型,271户,2栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
珠江太阳城A区,江北北滨路,太阳城1号,15696,塔楼/塔板结合,2781户,17栋,商品房/使用权/私产,2008-2011年 ,1.39至5元/平米/月,重庆珠江物业管理有限公司,重庆珠江实业有限公司
融景城澜岸,江北北滨路,北城路145号,17149,塔楼/塔板结合,674户,3栋,商品房,2013-2016年 ,2.5至2.6元/平米/月,北京金融街第一太平戴维斯物业管理有限公司重庆分公司,金融街重庆融拓置业有限公司
财信北岸江山东区,江北北滨路,江北区建新西路与万兴路交叉口东南50米,16264,塔楼/塔板结合,4503户,15栋,商品房,2013-2019年 ,2.5元/平米/月,暂无信息,重庆国兴置业有限公司
龙湖春森彼岸四期,江北北滨路,江北北滨路陈家馆A宗E宗（春森彼岸公交站旁）,21145,塔楼/板楼,768户,3栋,商品房,2018-2019年 ,2.8元/平米/月,暂无信息,重庆北龙湖置地发展有限公司
鎏嘉码头公寓,江北北滨路,北滨路鎏嘉码头,0,塔楼,1018户,3栋,商品房,2013-2016年 ,6元/平米/月,重庆市珠江实业有限公司,重庆珠江实业有限公司
融景城融御,江北北滨路,北城路151号,20599,塔楼/板楼,204户,3栋,商品房,2008-2016年 ,3元/平米/月,北京金融街第一太平戴维斯物业管理有限公司重庆分公司,金融街重庆融拓置业有限公司
国美江天御府,江北北滨路,北滨一路399号,23120,塔楼/板楼/塔板结合,848户,41栋,商品房,2012-2020年 ,3.4至3.5元/平米/月,北京万盛源物业管理有限责任公司重庆分公司,重庆中房房地产开发有限公司
雨花村,江北北滨路,建新东路,10512,板楼/塔板结合/平房,1401户,35栋,商品房/房改房/经济适用房/集资房,1995-2008年 ,1元/平米/月,暂无信息, 陕西亿润经贸有限公司 
龙湖春森彼岸,江北北滨路,春森彼岸小区1号/3号,20681,塔楼/板楼/塔板结合,3442户,23栋,商品房/使用权/私产,2008-2015年 ,2.5至2.8元/平米/月,暂无信息,重庆龙湖地产发展有限公司
锦绣北滨,江北北滨路,金源路62号,11440,塔楼,752户,4栋,商品房/经济适用房,2008-2010年 ,1.2元/平米/月,重庆润霖物业管理有限公司,重庆鼎升房地产开发有限公司
适中后村,江北北滨路,观音桥三钢二路,11611,塔楼/板楼,725户,32栋,商品房/房改房/经济适用房/使用权/集资房,1982-2001年 ,暂无信息,暂无信息,无
北国风光,江北北滨路,建新西路399号,11697,塔楼/板楼/塔板结合/平房,3858户,19栋,商品房/私产,2008-2015年 ,1.2至2.5元/平米/月,重庆华宇物业服务有限公司,重庆华宇物业（集团）有限公司
钢锋村,江北北滨路,建新东路钢锋村,11220,板楼,573户,16栋,商品房/房改房/经济适用房/集资房,1986-2003年 ,1.2元/平米/月,无,无
珠江国际,江北北滨路,"北城二路78号, 北城二路52号",16805,塔楼/塔板结合,1720户,7栋,商品房/私产,2011-2014年 ,2.2元/平米/月,重庆珠江物业管理有限公司,重庆珠江实业有限公司
凯文阳光,江北北滨路,金源路64号,13425,塔楼,360户,1栋,商品房,2008-2021年 ,1.5元/平米/月,暂无信息,重庆鼎升房地产开发有限公司
华丽家族小区,江北北滨路,金源路11号，13号，15号,9426,塔板结合,696户,3栋,商品房,2006年 ,1至1.3元/平米/月,金源时代购物广场有限公司,上海华丽家族（集团）有限公司
招商江湾城,江北北滨路,北滨一路363号,17767,塔楼/板楼,2907户,16栋,商品房/使用权/私产,2009-2014年 ,2.2至2.8元/平米/月,招商局物业管理有限公司重庆分公司,招商局地产（重庆）有限公司
金科金砂水岸,江北北滨路,红砂碛27号,13639,塔楼,1276户,11栋,商品房/使用权/私产,2004-2006年 ,1.3至5元/平米/月,重庆金科物业服务有限公司,重庆金科房地产开发有限公司
恒大御龙天峰,江北北滨路,北滨一路288号,19044,塔楼/板楼/塔板结合,7855户,34栋,商品房/使用权/私产,2000-2023年 ,3至8元/平米/月,重庆恒大金碧商业管理有限公司,重庆尖置房地产有限公司
鎏嘉码头雲頂公寓,江北北滨路,北滨一路鎏嘉码头雲嵿公寓,0,塔楼,577户,1栋,商品房,2009-2019年 ,6元/平米/月,重庆市珠江实业有限公司,重庆珠江实业有限公司
沉香苑,江北北滨路,建新西路405号,9937,塔楼,776户,2栋,商品房/拆迁还建房,2009-2016年 ,1至1.9元/平米/月,重庆市永恒物业管理有限公司, 重庆桥达茂宸房地产开发有限公司
金融街新融御,江北北滨路,北滨路金融街新融御,25341,塔楼,230户,3栋,商品房,2017-2021年 ,3元/平米/月,第一太平戴维斯物业顾问(北京)有限公司重庆分公司,金融街重庆融拓置业有限公司
财信北岸铂寓,江北北滨路,北滨一路456号,0,塔楼,1057户,1栋,商品房,2018-2020年 ,3元/平米/月,重庆财信物业管理有限公司,江苏中财信投资有限公司
天园,江北北滨路,建新西路387号,11275,塔楼,247户,1栋,商品房/拆迁还建房,2008-2014年 ,1元/平米/月,重庆聚城物业有限公司,暂无信息
北岸江山西区,江北北滨路,建新西路393附近,15768,塔楼/板楼/塔板结合,1890户,19栋,商品房,2012-2018年 ,2.5至2.56元/平米/月,重庆财信物业管理有限公司,暂无信息
钢锋后村,江北北滨路,钢锋后村229号,13894,塔板结合,85户,1栋,商品房/房改房/经济适用房,1995年 ,暂无信息,暂无信息,暂无信息
珠江壹号,江北北滨路,北滨一路珠江壹号,16610,塔楼,524户,1栋,商品房,2013-2014年 ,2.2元/平米/月,重庆珠江物业管理有限公司,暂无信息
龙湖北滨910,江北北滨路,观音桥鼎升国际旁,19300,塔楼,666户,1栋,商品房,2019-2022年 ,3.6元/平米/月,龙湖物业服务集团有限公司,暂无信息
龙湖春森彼岸五期,江北北滨路,北滨一路258号,20968,塔楼,749户,2栋,商品房,2014-2021年 ,2.8元/平米/月,暂无信息,暂无信息
财信北岸江山东区,江北北滨路,江北区建新西路与万兴路交叉口东南50米,16264,塔楼/塔板结合,4503户,15栋,商品房,2013-2019年 ,2.5元/平米/月,暂无信息,重庆国兴置业有限公司
财信北滨壹品,江北北滨路,建新西路财信北滨壹品,0,未知类型,271户,2栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
珠江太阳城A区,江北北滨路,太阳城1号,15696,塔楼/塔板结合,2781户,17栋,商品房/使用权/私产,2008-2011年 ,1.39至5元/平米/月,重庆珠江物业管理有限公司,重庆珠江实业有限公司
融景城澜岸,江北北滨路,北城路145号,17149,塔楼/塔板结合,674户,3栋,商品房,2013-2016年 ,2.5至2.6元/平米/月,北京金融街第一太平戴维斯物业管理有限公司重庆分公司,金融街重庆融拓置业有限公司
华润中央公园,江北大石坝,江北区大石坝街333号,14812,塔板结合/平房,4920户,19栋,商品房/使用权/私产,2010-2015年 ,2.2元/平米/月,重庆华润二十四城物业服务有限公司,重庆天拓置业发展有限公司
首创鸿恩中心,江北大石坝,红原路184号,11887,塔楼/板楼,1942户,4栋,商品房,2014-2015年 ,1.9至2.5元/平米/月,北京首万物业服务有限公司重庆分公司,重庆首创新石置业有限公司
大石坝育航村,渝北大石坝,红石路255号,6388,塔楼/板楼,152户,12栋,商品房,1985年 ,暂无信息,暂无信息,暂无信息
御江山,江北大石坝,鸿恩二路31号,16374,板楼,461户,19栋,商品房,2013-2021年 ,2.4至3.3元/平米/月,长城物业集团股份有限公司重庆分公司,重庆绿地申浦房地产开发有限公司
东原D7四期,江北大石坝,红兴路22号,14687,塔楼/塔板结合,2501户,12栋,商品房/使用权/私产,2012-2016年 ,2至2.2元/平米/月,暂无信息,重庆同原地产开发有限公司
三六小区,江北大石坝,大石坝社区卫生服务中心旁,0,塔楼,223户,8栋,商品房,1997年 ,暂无信息,暂无信息,暂无信息
无名地小区,江北大石坝,盘溪路无名地小区,7586,板楼/塔板结合,363户,10栋,商品房,2000年 ,0.8至1.1元/平米/月,暂无信息,暂无信息
麗錦苑,江北大石坝,红石路麗錦苑,9155,塔楼,504户,4栋,商品房,2000年 ,1.4元/平米/月,重庆丽锦物业管理有限公司,暂无信息
大路村小区,江北大石坝,江北区大石坝85号,7331,塔楼/板楼/塔板结合,329户,13栋,商品房/房改房/经济适用房/拆迁还建房/集资房,1993-2003年 ,1元/平米/月,暂无信息,暂无信息
东方明珠,江北大石坝,下石门619号,13554,塔楼,1339户,5栋,商品房/私产/拆迁还建房,2008-2017年 ,1至1.2元/平米/月,重庆富恒物业管理有限公司,重庆银星经济技术发展股份有限公司
大石坝七村,江北大石坝,大石坝七村,7653,塔楼/塔板结合/平房,319户,13栋,商品房/经济适用房/私产/集资房,1998-2010年 ,1元/平米/月,重庆昌庆物业发展有限公司,上海大顺置业发展公司
大石坝九村,江北大石坝,大石坝九村,6596,板楼/塔板结合/平房,740户,38栋,商品房/房改房/经济适用房/私产/拆迁还建房/集资房,1995-2013年 ,暂无信息,暂无信息, 重庆桥达茂宸房地产开发有限公司
山水丽都,江北大石坝,南桥寺石马河高家花园桥头玉带山小学旁,8806,塔楼/板楼/塔板结合,2974户,111栋,商品房/经济适用房/拆迁还建房,1990-2019年 ,0.25至1元/平米/月,暂无信息,重庆明瑜开发有限公司
石韵桂园,江北大石坝,红石路318号,10657,塔楼,959户,11栋,商品房,2002-2013年 ,0.8至1.2元/平米/月,聚兴地产开发有限公司,重庆聚信房地产开发（集团）有限公司
首创鸿恩国际生活区,江北大石坝,红原路138号,13877,塔楼/板楼/塔板结合,9851户,55栋,商品房/使用权/私产,2010-2015年 ,1.9至5元/平米/月,北京金网络物业管理有限公司重庆分公司,重庆首创新石置业有限公司
溪岸上品,渝北大石坝,红石路288号,14000,塔楼,598户,4栋,商品房,2011-2014年 ,1.5至2元/平米/月,重庆胡氏物业管理有限公司,重庆市民顺房地产开发有限公司
五福苑,江北大石坝,石坝五村488号附近,10155,塔楼/塔板结合,792户,9栋,商品房/房改房/经济适用房/拆迁还建房/集资房,2002-2008年 ,0.9至1.2元/平米/月,重庆银林物业管理有限责任公司,暂无信息
大石坝下六村,江北大石坝,大石坝下六村,6581,塔板结合,179户,11栋,商品房/经济适用房/集资房,暂无信息 ,暂无信息,暂无信息,暂无信息
东原D8公馆,江北大石坝,鸿恩寺红石路段（大石坝公交站点旁）,13514,塔楼/塔板结合,2058户,4栋,商品房/私产,2015-2019年 ,2.79至2.9元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
石油小区南区,渝北大石坝,大庆村石油小区D区,6621,塔楼/板楼,506户,11栋,商品房/经济适用房/集资房,1994-2003年 ,0.6元/平米/月,重庆华宇物业服务有限公司,大庆久隆房地产开发股份有限公司重庆分公司
下石门村,江北大石坝,下石门村,7369,塔楼/板楼/平房,240户,25栋,商品房/房改房/私产/拆迁还建房/集资房,1990-1998年 ,1.4元/平米/月,暂无信息,暂无信息
科苑小区,江北大石坝,大石坝下石门253号,7767,塔楼,653户,3栋,商品房/经济适用房,2009-2010年 ,1元/平米/月,暂无信息,山东星河集团总公司
山水家园,江北大石坝,山水家园,8756,板楼,473户,9栋,商品房,2000-2015年 ,1元/平米/月,暂无信息,天津金科博智置业有限公司
绿地新都会,江北大石坝,盘溪路21号,12138,塔楼/塔板结合,1037户,3栋,商品房/私产,2012-2014年 ,1.8元/平米/月,成都鸿盛物业管理有限公司,重庆绿地申润房地产开发有限公司
百年馨苑,江北大石坝,嘉鸿大道299号,10456,塔楼,501户,3栋,商品房,2013年 ,1.2至2元/平米/月,重庆中晟物业管理有限责任公司,重庆鼎升房地产开发有限公司
大庆村综合住宅小区,渝北大石坝,红石路277号,9913,塔板结合,797户,4栋,商品房/房改房,2012-2014年 ,0.5至1元/平米/月,暂无信息,重庆宇峰房地产开发有限公司
恋恋上层,江北大石坝,红石路305号,12543,板楼,593户,3栋,商品房/私产,2010-2016年 ,1.5至1.9元/平米/月,重庆瑞庭物业管理有限公司,重庆市雪屿实业（集团）有限公司
东方港湾,江北大石坝,大石坝东方港湾小区,9814,塔楼/塔板结合,3250户,20栋,商品房,2004-2012年 ,0.85至1.21元/平米/月,暂无信息,重庆银星经济技术发展股份有限公司
东原D7三期,江北大石坝,红盛路76号,0,塔楼/塔板结合,1836户,6栋,商品房/使用权,2012-2016年 ,3.5至20元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
前卫江畔,江北大石坝,大石坝一村69号,10155,塔楼,952户,3栋,商品房/集资房,2008-2010年 ,0.8至0.9元/平米/月,业主自筹物业,无开发商
华润中央公园,江北大石坝,江北区大石坝街333号,14812,塔板结合/平房,4920户,19栋,商品房/使用权/私产,2010-2015年 ,2.2元/平米/月,重庆华润二十四城物业服务有限公司,重庆天拓置业发展有限公司
首创鸿恩中心,江北大石坝,红原路184号,11887,塔楼/板楼,1942户,4栋,商品房,2014-2015年 ,1.9至2.5元/平米/月,北京首万物业服务有限公司重庆分公司,重庆首创新石置业有限公司
大石坝育航村,渝北大石坝,红石路255号,6388,塔楼/板楼,152户,12栋,商品房,1985年 ,暂无信息,暂无信息,暂无信息
御江山,江北大石坝,鸿恩二路31号,16374,板楼,461户,19栋,商品房,2013-2021年 ,2.4至3.3元/平米/月,长城物业集团股份有限公司重庆分公司,重庆绿地申浦房地产开发有限公司
东原D7四期,江北大石坝,红兴路22号,14687,塔楼/塔板结合,2501户,12栋,商品房/使用权/私产,2012-2016年 ,2至2.2元/平米/月,暂无信息,重庆同原地产开发有限公司
三六小区,江北大石坝,大石坝社区卫生服务中心旁,0,塔楼,223户,8栋,商品房,1997年 ,暂无信息,暂无信息,暂无信息
无名地小区,江北大石坝,盘溪路无名地小区,7586,板楼/塔板结合,363户,10栋,商品房,2000年 ,0.8至1.1元/平米/月,暂无信息,暂无信息
麗錦苑,江北大石坝,红石路麗錦苑,9155,塔楼,504户,4栋,商品房,2000年 ,1.4元/平米/月,重庆丽锦物业管理有限公司,暂无信息
大路村小区,江北大石坝,江北区大石坝85号,7331,塔楼/板楼/塔板结合,329户,13栋,商品房/房改房/经济适用房/拆迁还建房/集资房,1993-2003年 ,1元/平米/月,暂无信息,暂无信息
东方明珠,江北大石坝,下石门619号,13554,塔楼,1339户,5栋,商品房/私产/拆迁还建房,2008-2017年 ,1至1.2元/平米/月,重庆富恒物业管理有限公司,重庆银星经济技术发展股份有限公司
大石坝七村,江北大石坝,大石坝七村,7653,塔楼/塔板结合/平房,319户,13栋,商品房/经济适用房/私产/集资房,1998-2010年 ,1元/平米/月,重庆昌庆物业发展有限公司,上海大顺置业发展公司
大石坝九村,江北大石坝,大石坝九村,6596,板楼/塔板结合/平房,740户,38栋,商品房/房改房/经济适用房/私产/拆迁还建房/集资房,1995-2013年 ,暂无信息,暂无信息, 重庆桥达茂宸房地产开发有限公司
山水丽都,江北大石坝,南桥寺石马河高家花园桥头玉带山小学旁,8806,塔楼/板楼/塔板结合,2974户,111栋,商品房/经济适用房/拆迁还建房,1990-2019年 ,0.25至1元/平米/月,暂无信息,重庆明瑜开发有限公司
石韵桂园,江北大石坝,红石路318号,10657,塔楼,959户,11栋,商品房,2002-2013年 ,0.8至1.2元/平米/月,聚兴地产开发有限公司,重庆聚信房地产开发（集团）有限公司
首创鸿恩国际生活区,江北大石坝,红原路138号,13877,塔楼/板楼/塔板结合,9851户,55栋,商品房/使用权/私产,2010-2015年 ,1.9至5元/平米/月,北京金网络物业管理有限公司重庆分公司,重庆首创新石置业有限公司
溪岸上品,渝北大石坝,红石路288号,14000,塔楼,598户,4栋,商品房,2011-2014年 ,1.5至2元/平米/月,重庆胡氏物业管理有限公司,重庆市民顺房地产开发有限公司
五福苑,江北大石坝,石坝五村488号附近,10155,塔楼/塔板结合,792户,9栋,商品房/房改房/经济适用房/拆迁还建房/集资房,2002-2008年 ,0.9至1.2元/平米/月,重庆银林物业管理有限责任公司,暂无信息
大石坝下六村,江北大石坝,大石坝下六村,6581,塔板结合,179户,11栋,商品房/经济适用房/集资房,暂无信息 ,暂无信息,暂无信息,暂无信息
东原D8公馆,江北大石坝,鸿恩寺红石路段（大石坝公交站点旁）,13514,塔楼/塔板结合,2058户,4栋,商品房/私产,2015-2019年 ,2.79至2.9元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
石油小区南区,渝北大石坝,大庆村石油小区D区,6621,塔楼/板楼,506户,11栋,商品房/经济适用房/集资房,1994-2003年 ,0.6元/平米/月,重庆华宇物业服务有限公司,大庆久隆房地产开发股份有限公司重庆分公司
下石门村,江北大石坝,下石门村,7369,塔楼/板楼/平房,240户,25栋,商品房/房改房/私产/拆迁还建房/集资房,1990-1998年 ,1.4元/平米/月,暂无信息,暂无信息
科苑小区,江北大石坝,大石坝下石门253号,7767,塔楼,653户,3栋,商品房/经济适用房,2009-2010年 ,1元/平米/月,暂无信息,山东星河集团总公司
山水家园,江北大石坝,山水家园,8756,板楼,473户,9栋,商品房,2000-2015年 ,1元/平米/月,暂无信息,天津金科博智置业有限公司
绿地新都会,江北大石坝,盘溪路21号,12138,塔楼/塔板结合,1037户,3栋,商品房/私产,2012-2014年 ,1.8元/平米/月,成都鸿盛物业管理有限公司,重庆绿地申润房地产开发有限公司
百年馨苑,江北大石坝,嘉鸿大道299号,10456,塔楼,501户,3栋,商品房,2013年 ,1.2至2元/平米/月,重庆中晟物业管理有限责任公司,重庆鼎升房地产开发有限公司
大庆村综合住宅小区,渝北大石坝,红石路277号,9913,塔板结合,797户,4栋,商品房/房改房,2012-2014年 ,0.5至1元/平米/月,暂无信息,重庆宇峰房地产开发有限公司
恋恋上层,江北大石坝,红石路305号,12543,板楼,593户,3栋,商品房/私产,2010-2016年 ,1.5至1.9元/平米/月,重庆瑞庭物业管理有限公司,重庆市雪屿实业（集团）有限公司
东方港湾,江北大石坝,大石坝东方港湾小区,9814,塔楼/塔板结合,3250户,20栋,商品房,2004-2012年 ,0.85至1.21元/平米/月,暂无信息,重庆银星经济技术发展股份有限公司
东原D7三期,江北大石坝,红盛路76号,0,塔楼/塔板结合,1836户,6栋,商品房/使用权,2012-2016年 ,3.5至20元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
前卫江畔,江北大石坝,大石坝一村69号,10155,塔楼,952户,3栋,商品房/集资房,2008-2010年 ,0.8至0.9元/平米/月,业主自筹物业,无开发商
雪屿佳苑,渝北大石坝,大路村96号,9845,塔楼/塔板结合,378户,3栋,商品房,2003-2008年 ,1元/平米/月,重庆红之源物业管理有限公司, 重庆汇东房地产开发有限公司
中海北滨1号,江北大石坝,北滨一路528号,15348,板楼/塔板结合,543户,63栋,商品房,2008-2017年 ,2至3.5元/平米/月,中海物业,中海地产集团有限公司
东海岸焦点,江北大石坝,下石门617号,11695,塔楼,790户,2栋,商品房,2009-2011年 ,1.2元/平米/月,暂无信息,重庆东海房地产开发（集团）有限公司
中海维拉公馆,江北大石坝,北滨一路528号,14886,板楼,212户,1栋,商品房,2010-2011年 ,2元/平米/月,中海物业,中海地产
元佳广场,江北大石坝,大石坝街2号,11492,塔楼,1778户,6栋,商品房/私产,2005-2012年 ,1至1.2元/平米/月,重庆乐佳物业管理有限公司,重庆天佳房地产开发有限公司
东原D7一期,江北大石坝,红盛路37号,15002,塔楼,2889户,8栋,商品房/使用权/私产,2010-2016年 ,2至80元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
东原D7二期,江北大石坝,红兴路27号,14091,塔楼,1206户,5栋,商品房/使用权,2012-2013年 ,2至2.01元/平米/月,重庆新东原物业管理有限公司,重庆同原地产开发有限公司
天赐龙都,江北大石坝,大石坝下六村242号,7670,塔楼,128户,1栋,商品房,2006-2010年 ,1.8元/平米/月,暂无信息,金融街重庆置业有限公司
遂洲大厦,渝北大石坝,红石路育航村1号,8550,塔楼,168户,1栋,商品房,2000-2002年 ,0.71元/平米/月,重庆可亲物业管理有限公司,重庆千厦房地产开发有限公司
康盛园,江北大石坝,江 北区大石坝六村1-9号,7134,塔楼/塔板结合,896户,9栋,商品房/经济适用房/拆迁还建房,2004-2009年 ,0.9至1.5元/平米/月,无,上海康之家置业有限公司
汉通大厦,江北大石坝,大石坝正街,9552,塔楼,221户,1栋,商品房,2001-2005年 ,1元/平米/月,重庆凯扬物业管理有限公司,重庆艾佳地产开发有限公司
大石坝五村,江北大石坝,大石坝五村490号,7007,塔板结合,87户,15栋,商品房/经济适用房/拆迁还建房/集资房,1994-1998年 ,暂无信息,暂无信息,暂无信息
新石村,江北大石坝,新石村403号,7449,未知类型,38户,2栋,商品房/私产/集资房,2000年 ,暂无信息,暂无信息,暂无信息
渔人湾码头,江北大石坝,庙溪嘴141号,21379,塔楼,184户,2栋,商品房,2015-2022年 ,2.6元/平米/月,暂无信息,暂无信息
凯洋富润园,江北大石坝,红石路凯洋富润园,11373,塔楼/板楼,883户,3栋,商品房/拆迁还建房,2010-2019年 ,1.5元/平米/月,重庆凯扬物业管理有限公司,重庆凯洋房地产开发有限公司
东海岸,江北大石坝,石门街50号,11888,塔楼/塔板结合/平房,3976户,16栋,商品房/私产,2008-2016年 ,1.2至5.9元/平米/月,重庆东海物业管理有限公司,重庆东海房地产开发（集团）有限公司
金辉融恒江山云著,江北大石坝,重庆市江北区盘溪南公交车站西侧,20419,塔楼,1341户,8栋,商品房,2021-2023年 ,3.2元/平米/月,北京金辉锦江物业服务有限公司重庆分公司,暂无信息
华润中央公园悦玺,江北大石坝,江北区红原路66号,17232,塔楼/塔板结合/平房,386户,7栋,商品房/乡产,2016年 ,2.2元/平米/月,暂无信息,暂无信息
保利阅江台,江北大石坝,盘溪路南端100米,21756,塔楼/塔板结合,1554户,11栋,商品房,2022-2023年 ,2.5至3.6元/平米/月,重庆保利物业管理有限公司,暂无信息
洺悦府,江北大石坝,北滨石路29号,17822,塔楼,1018户,5栋,商品房,2020-2021年 ,3元/平米/月,中电建物业管理有限公司,重庆泛悦房地产开发有限公司
东原D7四期,江北大石坝,红兴路22号,14687,塔楼/塔板结合,2501户,12栋,商品房/使用权/私产,2012-2016年 ,2至2.2元/平米/月,暂无信息,重庆同原地产开发有限公司
中海北滨华庭,江北大石坝,北滨一路528号,12498,塔楼,820户,5栋,商品房/经济适用房/拆迁还建房,2004-2017年 ,1至1.8元/平米/月,中海物业管理有限公司,中海地产重庆有限公司
西南大学教师住宅楼,渝北大石坝,龙溪街道到红石支路500号,0,塔板结合,132户,4栋,商品房/经济适用房/集资房,1997-1998年 ,暂无信息,重庆永恒物业管理有限公司,上海西南置业有限公司
富强村,江北大石坝,建新东路,0,塔楼,57户,3栋,商品房,暂无信息 ,0.6元/平米/月,重庆中瑞方园物业管理有限公司,暂无信息
