名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
车陂新涌口70号-72号宿舍(双号),天河车陂,车陂新涌口西巡警七中队公安宿舍,48713,塔楼,72户,2栋,商品房/房改房,1980-2000年 ,0.84元/平米/月,暂无信息,无开发商
富力万科云启,天河车陂,车陂北街150号,69480,塔楼/板楼,580户,5栋,商品房,2008-2019年 ,3.5至6.25元/平米/月,广州市万科物业服务有限公司,广州天禧房地产开发有限公司
浪奇宿舍,天河车陂,启明大街90号,33518,塔楼,176户,6栋,商品房,1998年 ,1元/平米/月,广州城建物业有限公司,广州城建发地产
富力天禧花园,天河车陂,天禧街6号,70164,塔楼,494户,4栋,商品房/使用权,2015-2017年 ,2.8元/平米/月,广州市天力物业管理有限公司,广州市富力地产开发限公司
鸿发广场,天河车陂,车陂路23号,37478,塔楼,254户,11栋,商品房/房改房,1996-1998年 ,0.4至0.8元/平米/月,广州市天河区房地产开发总公司物业公司,广州市天河区房地产开发总公司
天成居,天河车陂,黄埔大道东路6号,48109,塔楼,298户,4栋,商品房,2000年 ,1元/平米/月,广州市旭升物业管理有限公司,广州市建材房地产开发有限公司
美好居,天河车陂,中山大道中35号,46195,塔楼/板楼,758户,6栋,商品房/私产,1998-2000年 ,1.2至1.5元/平米/月,广州市创悦物业管理有限公司,广州美泽房地产开发有限公司
广氮新村,天河车陂,车陂北街22号,30479,塔楼/板楼,3175户,62栋,商品房/房改房/经济适用房/私产,1980-2016年 ,0.6元/平米/月,广州市逸辉物业管理有限公司,广东省广州氮肥厂
东景花园,天河车陂,中山大道中182号,0,塔楼/板楼,644户,8栋,商品房/使用权/宅基房/自建房,1999-2000年 ,1.2元/平米/月,广州恒升物业管理服务有限公司,广州市天盛房地产开发有限公司
新悦楼(天河区),天河车陂,东圃镇,0,塔楼,224户,2栋,商品房,2012年 ,0.5元/平米/月,暂无信息,广州市华鹤房地产有限公司
智景花苑,天河车陂,中山大道中190号,0,塔楼,934户,8栋,商品房/私产/宅基房,1980-2000年 ,0.6至0.8元/平米/月,智景花园物业管理有限公司,广州智景花园住宅项目开发有限公司
龙溪楼,天河车陂,车陂村,0,塔楼,179户,3栋,商品房,2001年 ,0.8元/平米/月,暂无信息,暂无信息
天隆花园,天河车陂,车陂路,0,塔楼,317户,7栋,商品房/经济适用房/集资房,1980-2006年 ,暂无信息,广州市隆天好企业管理有限公司,广州天隆花苑房地产
车陂路,天河车陂,车陂路,0,塔楼,411户,24栋,商品房,暂无信息 ,暂无信息,暂无信息,无开发商
美景花苑,天河车陂,车陂路,0,塔楼/板楼,931户,4栋,商品房/使用权/集资房/宅基房/自建房,1998-2001年 ,0.5元/平米/月,广州市东岸美景物业管理有限公司,无开发商
南悦楼,天河车陂,车陂路,0,塔楼,299户,3栋,商品房/集资房/宅基房,1998年 ,暂无信息,暂无信息,暂无信息
厚和大厦,天河车陂,中山大道中,0,塔板结合,43户,1栋,商品房/使用权,暂无信息 ,1.5元/平米/月,广州福华物业管理有限公司,暂无信息
金隆园,黄埔大沙地,"丰乐中路23号大院, 丰乐中路23号大院5",34172,塔楼,538户,4栋,商品房/房改房/私产,1999年 ,1.2至1.5元/平米/月,广州金隆物业管理有限公司,广州金隆房地产开房有限公司
广州机械科学研究院有限公司宿舍,黄埔大沙地,茅岗路792号大院,30305,塔楼/板楼,311户,20栋,商品房/房改房/私产,1998-2000年 ,暂无信息,单位代管物业,无开发商
盛景大厦,黄埔大沙地,大沙地东47、49、51号,31550,塔楼,114户,6栋,商品房/使用权/私产,2000年 ,0.65元/平米/月,广州市金丽物业管理有限公司,无开发商
祥辉苑,黄埔大沙地,大沙地东路183号,30394,塔楼,311户,2栋,商品房/私产,1998-2017年 ,0.6至2.3元/平米/月,广州市黄埔区城市建设物业有限公司,无开发商
信达大厦,黄埔大沙地,丰乐中路信达大厦,33910,塔楼/塔板结合,108户,3栋,商品房,1999-2007年 ,1.2元/平米/月,广州市城建物业管理有限公司,广州市黄埔房地产开发总公司
锦田花园,黄埔大沙地,茅岗路88号,28780,塔楼/板楼,593户,25栋,商品房,2001年 ,0.5元/平米/月,广州市黄埔区广源经济开发物业管理公司,广州市黄埔区广源经济开发公司
东城国际大厦,黄埔大沙地,黄埔东路,0,塔楼,750户,1栋,商品房,2008年 ,3.5元/平米/月,黄埔花园物业管理有限公司,广州亿方房地产开发有限公司
大沙地东路,黄埔大沙地,大沙地东路,28419,塔楼/板楼,1508户,177栋,商品房/房改房/私产/宅基房,1990-2017年 ,1.2元/平米/月,暂无信息,无开发商
三角楼,黄埔大沙地,大沙地东路157号大院,29491,塔楼/板楼,192户,12栋,商品房/房改房,1990-2001年 ,0.5元/平米/月,广州东华物业管理有限公司,无开发商
大沙地西路,黄埔大沙地,大沙地西路,28360,塔楼/板楼,283户,19栋,商品房/房改房/使用权,1997-2010年 ,0.7至0.9元/平米/月,暂无信息,无开发商
港湾西四街104号大院,黄埔大沙地,港湾西四街104号,31175,塔楼/板楼,37户,4栋,商品房,1999-2001年 ,0.6元/平米/月,单位代管物业,无开发商
蟹山路46号大院,黄埔大沙地,蟹山路46号大院,30625,板楼,18户,1栋,商品房,1993年 ,暂无信息,暂无信息,无开发商
区岗19号大院,黄埔大沙地,茅岗路区岗19号大院,31204,板楼,15户,4栋,商品房/房改房,暂无信息 ,1元/平米/月,暂无信息,暂无信息
茅岗路605号大院,黄埔大沙地,茅岗路605号,26400,板楼,43户,5栋,商品房/房改房,暂无信息 ,暂无信息,暂无信息,无开发商
港湾西三街148号大院,黄埔大沙地,港湾西三街148号,32995,塔楼,70户,1栋,商品房/房改房,1996-2000年 ,1元/平米/月,暂无信息,无开发商
丰乐小区77号大院,黄埔大沙地,丰乐小区77号大院,34571,塔楼,401户,10栋,商品房/房改房,1990-1995年 ,0.5至0.6元/平米/月,暂无信息,暂无信息
港监宿舍,黄埔大沙地,港湾东五街港监宿舍,24774,塔楼,48户,2栋,商品房,1995年 ,0.5元/平米/月,单位代管物业,无开发商
蟹山路48号大院,黄埔大沙地,蟹山路48号,27133,塔楼/板楼,162户,10栋,商品房/私产,暂无信息 ,暂无信息,暂无信息,无开发商
港湾西四街66号大院,黄埔大沙地,港湾西四街66号,29885,塔楼,101户,5栋,商品房,1995年 ,0.5元/平米/月,无物业管理服务,无开发商
五矿招商·鹭山府,黄埔大沙地,茅岗路五矿招商·鹭山府,48848,塔楼,471户,4栋,商品房,2019-2021年 ,3.26元/平米/月,五矿物业,暂无信息
天虹花园,黄埔大沙地,中山大道东189号,30369,塔楼/板楼,469户,5栋,商品房,1996-2008年 ,0.8至1.38元/平米/月,暂无信息,广州市粤商投资有限公司
大沙地西路5号大院,黄埔大沙地,大沙地西路5号大院,31504,塔楼/板楼,185户,10栋,商品房/房改房,1999-2011年 ,2.5元/平米/月,暂无信息,无开发商
怡园小区,黄埔大沙地,中山大道东怡园小区,33437,塔楼/板楼/塔板结合,1548户,85栋,商品房/房改房/私产,1992-2000年 ,0.5至0.65元/平米/月,广州市东佳物业管理有限公司,无开发商
鹤林苑,黄埔大沙地,鹤景路375号,32173,塔楼,430户,4栋,商品房/房改房/私产,1999-2014年 ,0.8元/平米/月,暂无信息,广州华鹰房地产开发有限公司
港湾路,黄埔大沙地,港湾路,28965,塔楼/板楼/塔板结合,2812户,145栋,商品房/房改房/使用权/私产/军产/集资房/校产,1978-2012年 ,0.5至3元/平米/月,暂无信息,无开发商
丰乐小区91号大院,黄埔大沙地,丰乐小区91号大院,29096,塔楼,330户,11栋,商品房/房改房,1990-1999年 ,0.5元/平米/月,暂无信息,暂无信息
三村远洋宿舍,黄埔大沙地,港湾路港湾西三街70号大院,29846,塔楼/板楼,720户,15栋,商品房/房改房/私产,1990-1999年 ,0.5元/平米/月,单位代管物业,无开发商
港湾五村,黄埔大沙地,港湾路,33714,塔楼/板楼,353户,11栋,商品房/私产,1999年 ,0.5至0.6元/平米/月,广州港务局,恒大地产集团
海伦堡海伦时光,黄埔大沙地,中山大道东,44063,塔楼,222户,2栋,商品房,2020年 ,2.8元/平米/月,广州海伦堡物业管理有限公司, 广州金田地产开发有限公司
金碧世纪花园,黄埔大沙地,中山大道中金碧世纪花园,42383,塔楼/塔板结合,4303户,32栋,商品房/使用权/私产,2003-2008年 ,1.6至15元/平米/月,广州市金碧世家物业管理有限公司,恒大地产集团有限公司
金隆园,黄埔大沙地,"丰乐中路23号大院, 丰乐中路23号大院5",34172,塔楼,538户,4栋,商品房/房改房/私产,1999年 ,1.2至1.5元/平米/月,广州金隆物业管理有限公司,广州金隆房地产开房有限公司
广州机械科学研究院有限公司宿舍,黄埔大沙地,茅岗路792号大院,30305,塔楼/板楼,311户,20栋,商品房/房改房/私产,1998-2000年 ,暂无信息,单位代管物业,无开发商
盛景大厦,黄埔大沙地,大沙地东47、49、51号,31550,塔楼,114户,6栋,商品房/使用权/私产,2000年 ,0.65元/平米/月,广州市金丽物业管理有限公司,无开发商
祥辉苑,黄埔大沙地,大沙地东路183号,30394,塔楼,311户,2栋,商品房/私产,1998-2017年 ,0.6至2.3元/平米/月,广州市黄埔区城市建设物业有限公司,无开发商
信达大厦,黄埔大沙地,丰乐中路信达大厦,33910,塔楼/塔板结合,108户,3栋,商品房,1999-2007年 ,1.2元/平米/月,广州市城建物业管理有限公司,广州市黄埔房地产开发总公司
锦田花园,黄埔大沙地,茅岗路88号,28780,塔楼/板楼,593户,25栋,商品房,2001年 ,0.5元/平米/月,广州市黄埔区广源经济开发物业管理公司,广州市黄埔区广源经济开发公司
东城国际大厦,黄埔大沙地,黄埔东路,0,塔楼,750户,1栋,商品房,2008年 ,3.5元/平米/月,黄埔花园物业管理有限公司,广州亿方房地产开发有限公司
大沙地东路,黄埔大沙地,大沙地东路,28419,塔楼/板楼,1508户,177栋,商品房/房改房/私产/宅基房,1990-2017年 ,1.2元/平米/月,暂无信息,无开发商
三角楼,黄埔大沙地,大沙地东路157号大院,29491,塔楼/板楼,192户,12栋,商品房/房改房,1990-2001年 ,0.5元/平米/月,广州东华物业管理有限公司,无开发商
大沙地西路,黄埔大沙地,大沙地西路,28360,塔楼/板楼,283户,19栋,商品房/房改房/使用权,1997-2010年 ,0.7至0.9元/平米/月,暂无信息,无开发商
港湾西四街104号大院,黄埔大沙地,港湾西四街104号,31175,塔楼/板楼,37户,4栋,商品房,1999-2001年 ,0.6元/平米/月,单位代管物业,无开发商
蟹山路46号大院,黄埔大沙地,蟹山路46号大院,30625,板楼,18户,1栋,商品房,1993年 ,暂无信息,暂无信息,无开发商
区岗19号大院,黄埔大沙地,茅岗路区岗19号大院,31204,板楼,15户,4栋,商品房/房改房,暂无信息 ,1元/平米/月,暂无信息,暂无信息
茅岗路605号大院,黄埔大沙地,茅岗路605号,26400,板楼,43户,5栋,商品房/房改房,暂无信息 ,暂无信息,暂无信息,无开发商
港湾西三街148号大院,黄埔大沙地,港湾西三街148号,32995,塔楼,70户,1栋,商品房/房改房,1996-2000年 ,1元/平米/月,暂无信息,无开发商
丰乐小区77号大院,黄埔大沙地,丰乐小区77号大院,34571,塔楼,401户,10栋,商品房/房改房,1990-1995年 ,0.5至0.6元/平米/月,暂无信息,暂无信息
港监宿舍,黄埔大沙地,港湾东五街港监宿舍,24774,塔楼,48户,2栋,商品房,1995年 ,0.5元/平米/月,单位代管物业,无开发商
蟹山路48号大院,黄埔大沙地,蟹山路48号,27133,塔楼/板楼,162户,10栋,商品房/私产,暂无信息 ,暂无信息,暂无信息,无开发商
港湾西四街66号大院,黄埔大沙地,港湾西四街66号,29885,塔楼,101户,5栋,商品房,1995年 ,0.5元/平米/月,无物业管理服务,无开发商
五矿招商·鹭山府,黄埔大沙地,茅岗路五矿招商·鹭山府,48848,塔楼,471户,4栋,商品房,2019-2021年 ,3.26元/平米/月,五矿物业,暂无信息
天虹花园,黄埔大沙地,中山大道东189号,30369,塔楼/板楼,469户,5栋,商品房,1996-2008年 ,0.8至1.38元/平米/月,暂无信息,广州市粤商投资有限公司
大沙地西路5号大院,黄埔大沙地,大沙地西路5号大院,31504,塔楼/板楼,185户,10栋,商品房/房改房,1999-2011年 ,2.5元/平米/月,暂无信息,无开发商
怡园小区,黄埔大沙地,中山大道东怡园小区,33437,塔楼/板楼/塔板结合,1548户,85栋,商品房/房改房/私产,1992-2000年 ,0.5至0.65元/平米/月,广州市东佳物业管理有限公司,无开发商
鹤林苑,黄埔大沙地,鹤景路375号,32173,塔楼,430户,4栋,商品房/房改房/私产,1999-2014年 ,0.8元/平米/月,暂无信息,广州华鹰房地产开发有限公司
港湾路,黄埔大沙地,港湾路,28965,塔楼/板楼/塔板结合,2812户,145栋,商品房/房改房/使用权/私产/军产/集资房/校产,1978-2012年 ,0.5至3元/平米/月,暂无信息,无开发商
丰乐小区91号大院,黄埔大沙地,丰乐小区91号大院,29096,塔楼,330户,11栋,商品房/房改房,1990-1999年 ,0.5元/平米/月,暂无信息,暂无信息
三村远洋宿舍,黄埔大沙地,港湾路港湾西三街70号大院,29846,塔楼/板楼,720户,15栋,商品房/房改房/私产,1990-1999年 ,0.5元/平米/月,单位代管物业,无开发商
港湾五村,黄埔大沙地,港湾路,33714,塔楼/板楼,353户,11栋,商品房/私产,1999年 ,0.5至0.6元/平米/月,广州港务局,恒大地产集团
海伦堡海伦时光,黄埔大沙地,中山大道东,44063,塔楼,222户,2栋,商品房,2020年 ,2.8元/平米/月,广州海伦堡物业管理有限公司, 广州金田地产开发有限公司
金碧世纪花园,黄埔大沙地,中山大道中金碧世纪花园,42383,塔楼/塔板结合,4303户,32栋,商品房/使用权/私产,2003-2008年 ,1.6至15元/平米/月,广州市金碧世家物业管理有限公司,恒大地产集团有限公司
广发花园,越秀东风东,环市东路496号,48400,塔楼,353户,2栋,商品房,1995年 ,2元/平米/月,香港专业管理公司,广东省信托房产开发公司
东山龙珠大厦,越秀东风东,竹丝岗二马路5号,93582,塔楼,353户,2栋,商品房,2004年 ,2.5至3元/平米/月,广州市金誉安物业管理有限公司,广州信龙房地产开发有限公司
中航大厦,越秀东风东,竹丝岗,46366,塔楼,302户,6栋,商品房/房改房/私产,1986-1998年 ,0.8至1.2元/平米/月,中航物业管理有限公司广州分公司,无开发商
和风雅居,越秀东风东,梅花路8号,93568,塔楼,181户,1栋,商品房,1990-2001年 ,2.1元/平米/月,香港怡高物业管理有限公司,广州市新东房地产开发有限公司
新裕大厦,越秀东风东,农林下路81号,0,塔楼,685户,2栋,商品房/使用权,暂无信息 ,28元/平米/月,广州市新裕房地产开发有限公司,广州市新裕房地产开发有限公司
万科金色家园,越秀东风东,东风东路746号,108259,塔楼/塔板结合,388户,3栋,商品房,2008年 ,3.8至15元/平米/月,万科物业管理有限公司,广州市万科房地产有限公司
铁路宿舍大院,越秀东风东,中山一路铁路宿舍大院,46832,塔楼,105户,5栋,商品房/房改房,1990-2000年 ,0.5元/平米/月,暂无信息,无开发商
国土厅宿舍,越秀东风东,水均南街国土厅宿舍,48976,板楼,54户,4栋,商品房/房改房,1990-1992年 ,暂无信息,暂无信息,国土局和房管局房改房
竹丝村,越秀东风东,执信南路竹丝村,63391,塔楼/板楼,876户,26栋,商品房/房改房,1980-2001年 ,0.5元/平米/月,珠海市丹田物业管理股份有限公司广州分公司,无开发商
竹丝岗二马路7号大院,越秀东风东,竹丝岗二马路,52700,塔楼/板楼,233户,11栋,商品房/房改房,1990-2002年 ,0.5至0.8元/平米/月,私人承办物业,无开发商
梅花路,越秀东风东,梅花路,80610,塔楼/板楼,1660户,62栋,商品房/房改房/使用权/私产,1970-2000年 ,0.98至1.8元/平米/月,暂无信息,无开发商
中山一路,越秀东风东,中山一路,56064,塔楼/板楼,1593户,44栋,商品房/房改房/使用权/私产,1983-2000年 ,0.5至1.6元/平米/月,暂无信息,无开发商
东风东路754号大院,越秀东风东,东风东路754号大院,53541,塔楼/板楼,176户,7栋,商品房/房改房,1988-2010年 ,0.5元/平米/月,暂无信息,无开发商
竹丝岗大马路,越秀东风东,竹丝岗大马路,47282,塔楼/板楼,885户,44栋,商品房/房改房/私产,1985-1993年 ,暂无信息,暂无信息,无开发商
福今北,越秀东风东,"福今北, 福今路",65647,塔楼/板楼,157户,19栋,商品房/房改房/宅基房,1988-1992年 ,0.8元/平米/月,暂无信息,房改房
福今东,越秀东风东,福今东,63563,塔楼/板楼,431户,17栋,商品房/房改房/私产,1980-1995年 ,0.5元/平米/月,业主自筹物业,无开发商
吉林大厦,越秀东风东,中山一路吉林大厦,70603,塔楼,30户,1栋,商品房,1997年 ,暂无信息,暂无信息,广州保利房地产开发公司
福今西,越秀东风东,福今西路,52761,塔楼,42户,2栋,商品房/房改房,1990年 ,0.5元/平米/月,暂无信息,房改房
梅东路,越秀东风东,梅东路,55480,塔楼/板楼,545户,16栋,商品房/房改房,1987-1999年 ,0.98元/平米/月,暂无信息,无开发商
水均岗,越秀东风东,"水均岗, 水均大街, 水均南街",56461,塔楼/板楼/平房,1969户,94栋,商品房/房改房/私产/自建房,1980-1999年 ,0.5至10元/平米/月,无物业管理服务,暂无信息
东风东路754号之一大院,越秀东风东,东风东路754号之一,66754,塔楼,281户,8栋,商品房/房改房,1988-1999年 ,暂无信息,单位代管物业,暂无信息
梅花路电力设计院宿舍,越秀东风东,梅花路65号,76441,塔楼,58户,3栋,商品房/房改房/使用权,1985-1996年 ,0.7至0.98元/平米/月,暂无信息, 重庆桥达茂宸房地产开发有限公司
气象局大院,越秀东风东,福今路6号,69587,塔楼/板楼,432户,12栋,商品房/房改房/使用权/私产,1987-2002年 ,暂无信息,暂无信息,暂无信息
竹丝岗二马路39号大院,越秀东风东,竹丝岗二马路,60728,塔楼/板楼,494户,51栋,商品房/房改房,1990-1994年 ,0.5至1.5元/平米/月,中航物业管理有限公司广州分公司,广州市政建设有限公司
东山雅筑,越秀东风东,东风东路776号,0,塔楼,708户,7栋,商品房/私产,2000-2006年 ,3.3至15元/平米/月,万科物业,广州市安厦房地产开发有限公司
梅花村,越秀东风东,"中山一路48号之2-3, 中山一路梅花村",75020,塔楼/板楼,1953户,83栋,商品房/房改房/私产,1980-2004年 ,0.6至1.6元/平米/月,广东珠港物业管理有限公司,无开发商
东风东路,越秀东风东,东风东路,52719,塔楼/板楼/平房,2509户,94栋,商品房/房改房/使用权/私产/自建房,1980-2000年 ,0.5至15元/平米/月,暂无信息,无开发商
东风广场,越秀东风东,东风东路787号,0,塔楼/板楼/塔板结合,2197户,10栋,商品房/房改房/私产,1990-2015年 ,2.7至10元/平米/月,时代物业,广州丽兴房地产开发有限公司
力迅商务大厦,越秀东风东,东风东路776号,0,塔楼,126户,2栋,商品房/使用权/公租房,2000-2014年 ,7.5元/平米/月,暂无信息,广州力迅投资有限公司
锦城花园,越秀东风东,"东风东路858号, 梅花路34号大院",0,塔楼/塔板结合,1666户,22栋,商品房/私产,1997-2009年 ,3.7至13元/平米/月,广州市中海物业管理有限公司,广州新越房地产开发有限公司
铁路宿舍大院,越秀东风东,中山一路铁路宿舍大院,46832,塔楼,105户,5栋,商品房/房改房,1990-2000年 ,0.5元/平米/月,暂无信息,无开发商
新裕大厦,越秀东风东,农林下路81号,0,塔楼,685户,2栋,商品房/使用权,暂无信息 ,28元/平米/月,广州市新裕房地产开发有限公司,广州市新裕房地产开发有限公司
国土厅宿舍,越秀东风东,水均南街国土厅宿舍,48976,板楼,54户,4栋,商品房/房改房,1990-1992年 ,暂无信息,暂无信息,国土局和房管局房改房
竹丝村,越秀东风东,执信南路竹丝村,63391,塔楼/板楼,876户,26栋,商品房/房改房,1980-2001年 ,0.5元/平米/月,珠海市丹田物业管理股份有限公司广州分公司,无开发商
竹丝岗大马路,越秀东风东,竹丝岗大马路,47282,塔楼/板楼,885户,44栋,商品房/房改房/私产,1985-1993年 ,暂无信息,暂无信息,无开发商
竹丝岗二马路7号大院,越秀东风东,竹丝岗二马路,52700,塔楼/板楼,233户,11栋,商品房/房改房,1990-2002年 ,0.5至0.8元/平米/月,私人承办物业,无开发商
中山一路,越秀东风东,中山一路,56064,塔楼/板楼,1593户,44栋,商品房/房改房/使用权/私产,1983-2000年 ,0.5至1.6元/平米/月,暂无信息,无开发商
梅花路,越秀东风东,梅花路,80610,塔楼/板楼,1660户,62栋,商品房/房改房/使用权/私产,1970-2000年 ,0.98至1.8元/平米/月,暂无信息,无开发商
东风东路754号大院,越秀东风东,东风东路754号大院,53541,塔楼/板楼,176户,7栋,商品房/房改房,1988-2010年 ,0.5元/平米/月,无物业管理服务,无开发商
福今北,越秀东风东,"福今北, 福今路",65647,塔楼/板楼,157户,19栋,商品房/房改房/宅基房,1988-1992年 ,0.8元/平米/月,暂无信息,房改房
广发花园,越秀东风东,环市东路496号,48400,塔楼,353户,2栋,商品房,1995年 ,2元/平米/月,香港专业管理公司,广东省信托房产开发公司
和风雅居,越秀东风东,梅花路8号,93568,塔楼,181户,1栋,商品房,1990-2001年 ,2.1元/平米/月,香港怡高物业管理有限公司,广州市新东房地产开发有限公司
东山龙珠大厦,越秀东风东,竹丝岗二马路5号,93582,塔楼,353户,2栋,商品房,2004年 ,2.5至3元/平米/月,广州市金誉安物业管理有限公司,广州信龙房地产开发有限公司
万科金色家园,越秀东风东,东风东路746号,108259,塔楼/塔板结合,388户,3栋,商品房,2008年 ,3.8至15元/平米/月,万科物业管理有限公司,广州市万科房地产有限公司
中航大厦,越秀东风东,竹丝岗,46366,塔楼,302户,6栋,商品房/房改房/私产,1986-1998年 ,0.8至1.2元/平米/月,中航物业管理有限公司广州分公司,无开发商
福今东,越秀东风东,福今东,63563,塔楼/板楼,431户,17栋,商品房/房改房/私产,1980-1995年 ,0.5元/平米/月,业主自筹物业,无开发商
梅东路,越秀东风东,梅东路,55480,塔楼/板楼,545户,16栋,商品房/房改房,1987-1999年 ,0.98元/平米/月,暂无信息,无开发商
福今西,越秀东风东,福今西路,52761,塔楼,42户,2栋,商品房/房改房,1990年 ,0.5元/平米/月,暂无信息,房改房
