名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
石泉苑,香洲区老香洲,翠香路93号,27680,塔楼,625户,3栋,商品房/使用权,暂无信息,1.2至1.6元/平米/月,自主物业,未知
银香新村,香洲区老香洲,夏美路203号,15137,塔楼,360户,15栋,商品房,暂无信息,0.6元/平米/月,自主物业,未知
桃园新村,香洲区老香洲,紫荆路28号,15077,板楼,442户,17栋,商品房/房改房/私产,暂无信息,0.6至1元/平米/月,珠海市翔海物业管理有限公司,暂无信息
阳光地带,香洲区老香洲,沿河东路337号,24424,塔楼,617户,15栋,商品房/私产,暂无信息,0.9至1.65元/平米/月,暂无信息,珠海玉峰房产有限公司
南华小区东苑,香洲区老香洲,梅华东路271号,14238,板楼,162户,14栋,商品房/房改房,暂无信息,1元/平米/月,自主物业,未知
福祥苑,香洲区老香洲,吉祥街5号,20056,板楼,124户,4栋,商品房,暂无信息,暂无信息,暂无信息,未知
紫荆花园,香洲区老香洲,运通路28号,19434,板楼/塔板结合,156户,2栋,商品房,暂无信息,0.5元/平米/月,鸿泰物业,紫荆豪庭房地产开发有限公司
碧涛花园,香洲区老香洲,华海路41号,21241,板楼,652户,36栋,商品房,暂无信息,0.4至0.6元/平米/月,珠海保洁物业管理有限公司,珠海市第二城市开发公司
承泰花园,香洲区老香洲,兴国街68号,22303,板楼,261户,5栋,商品房,暂无信息,1.6元/平米/月,暂无信息,暂无信息
凤凰花园,香洲区老香洲,凤凰北路凤凰花园,26381,塔楼,1060户,4栋,商品房/私产,暂无信息,1.6元/平米/月,珠海市中泳物业管理有限公司,东莞市中帆房地产开发有限公司
扬名海邑,香洲区老香洲,情侣中路扬名海邑,29576,塔板结合,224户,2栋,商品房,暂无信息,1.8元/平米/月,香港仲量联行,珠海市盛鸿置业有限公司
每一间,香洲区老香洲,香洲区情侣北路每一间,27915,塔板结合,757户,13栋,商品房,暂无信息,2.5至2.6元/平米/月,暂无信息,中化方兴房地产开发(珠海)有限公司
华南名宇,香洲区老香洲,梅华东路华南名宇,22329,塔板结合,2953户,19栋,商品房/动迁安置房/使用权/私产/回迁房,暂无信息,0.9至1.8元/平米/月,珠海市真诚物业管理有限公司,珠海市森宇房产开发有限公司
沁园上舍,香洲区老香洲,狮山路沁园上舍,27220,板楼,595户,1栋,商品房,暂无信息,1.5元/平米/月,珠海市中珠物业管理有限公司,珠海市联浩房产开发有限公司
国子间,香洲区老香洲,凤凰北路国子间,41496,塔楼,675户,1栋,商品房,暂无信息,3.8元/平米/月,深圳市彩生活物业管理有限公司,珠海市德诚置业有限公司
星海湾,香洲区老香洲,情侣中路星海湾,30149,板楼,253户,2栋,商品房,暂无信息,1.8元/平米/月,珠海市田地物业管理有限公司,珠海市联合置业有限公司 
华海花园,香洲区老香洲,华海路华海花园,23736,板楼,161户,3栋,商品房,暂无信息,0.85元/平米/月,珠海市城市物业管理有限公司,珠海经济特区美龙置业发展有限公司
金海湾花园,香洲区老香洲,情侣中路219号,25212,塔楼,192户,1栋,商品房,暂无信息,2.9元/平米/月,珠海经济特区珠光物业管理公司,珠海经济特区珠光房产开发有限公司
鑫北花园,香洲区老香洲,海燕路5号,25192,板楼,450户,3栋,商品房,暂无信息,1.6元/平米/月,珠海承旭物业管理有限公司,珠海市鑫北发展有限公司
钰海名门,香洲区老香洲,沿河东路399号,23890,塔楼,382户,3栋,商品房/房改房,暂无信息,2元/平米/月,珠海市锦豪物业服务有限公司,珠海市三好房地产开发有限公司
紫荆豪庭,香洲区老香洲,兴华路38号,23927,板楼,328户,10栋,商品房/私产,暂无信息,1元/平米/月,珠海市广地物业有限公司,紫荆豪庭房地产开发有限公司
韵怡湾,香洲区老香洲,香埠路112号,27249,板楼,541户,6栋,商品房/回迁房,暂无信息,1.2元/平米/月,珠海市广粤物业管理有限公司,珠海市粤恒信房地产开发有限公司
名仕园,香洲区老香洲,梅华东路268号,22882,塔楼,611户,6栋,商品房,暂无信息,0.6至1.2元/平米/月,珠海市葆力物业管理有限公司,珠海河畔花园房产有限公司
中珠水晶堡,香洲区老香洲,紫荆路303号,19861,塔楼,715户,1栋,商品房,暂无信息,3元/平米/月,珠海市中珠物业管理服务有限公司,珠海市中珠股份有限公司
南厦丰泽园,香洲区老香洲,"夏美路一巷35号, 夏美路161号",23896,塔楼/塔板结合,1852户,19栋,商品房/房改房/私产/回迁房,暂无信息,0.5至1.5元/平米/月,暂无信息,珠海市三好房地产开发有限公司
桃李家园,香洲区老香洲,松林街1号,21031,塔楼,196户,1栋,商品房,暂无信息,1.5元/平米/月,暂无信息,珠海正邦房地产开发有限公司
镜新二街,香洲区老香洲,镜新二街,15900,板楼,248户,13栋,商品房/房改房,暂无信息,0.5至1元/平米/月,暂无信息,未知
翠华路34号小区,香洲区老香洲,翠华路34号,14389,板楼,51户,3栋,商品房,暂无信息,0.5元/平米/月,暂无信息,珠海电力房产开发有限公司
双水湾,香洲区老香洲,情侣中路385号,42139,塔板结合,301户,1栋,商品房,暂无信息,2.98元/平米/月,第一太平戴维斯物业管理有限公司,珠海市海滨广场房地产有限公司
帝豪苑,香洲区老香洲,福寿街3号,28303,板楼,64户,1栋,商品房,暂无信息,2元/平米/月,暂无信息,暂无信息
丹田广场,香洲区老香洲,凤凰北路1015号,28498,塔楼,168户,1栋,商品房,暂无信息,0.9元/平米/月,暂无信息,丹田置业军晖房产有限公司
香湾花园,香洲区老香洲,港湾大道63号,25778,板楼/塔板结合/平房,155户,44栋,商品房,暂无信息,0.6至3元/平米/月,暂无信息,未知
紫荆园,香洲区老香洲,紫荆路357号,16548,板楼,640户,31栋,商品房/经济适用房/私产,暂无信息,0.4元/平米/月,暂无信息,珠海市第二城市房产开发有限公司
沿河小区,香洲区老香洲,沿河东路231号,16055,板楼,289户,13栋,商品房/房改房,暂无信息,0.6元/平米/月,自主物业,未知
万丰山庄,香洲区老香洲,鸡公山二街12号,16396,板楼,168户,6栋,商品房,暂无信息,0.5元/平米/月,珠海市万丰物业管理有限公司,未知
翠香花园,香洲区老香洲,翠香路31号,19660,板楼,225户,5栋,商品房,暂无信息,0.6元/平米/月,自主物业,未知
丽景湾花园,香洲区老香洲,"翠海路122号,翠海路124号",19960,板楼,155户,3栋,商品房,暂无信息,1元/平米/月,自主物业,未知
凌碧园,香洲区老香洲,翠香路33号,18448,板楼,112户,4栋,商品房,暂无信息,1元/平米/月,珠海市亨达利物业管理有限公司,未知
金盛豪庭,香洲区老香洲,前进街28号,25891,板楼,265户,2栋,商品房,暂无信息,1.8元/平米/月,珠海市宜利物业管理有限公司,珠海市建基经贸发展有限公司
濠海大厦,香洲区老香洲,碧海路79号,21374,塔楼/塔板结合,368户,2栋,商品房,暂无信息,2元/平米/月,万达物业,未知
鹏程花园,香洲区老香洲,梅华东路50号,17894,板楼,140户,5栋,商品房/私产,暂无信息,0.5元/平米/月,自主物业,招商地产
香格里花园,香洲区老香洲,情侣北路9号,26859,塔楼/塔板结合,486户,69栋,商品房,暂无信息,0.9至3元/平米/月,暂无信息,珠海市鑫北发展有限公司
瀚高商业广场,香洲区老香洲,"东风路28号,东风路24号",19657,塔楼,228户,1栋,商品房,暂无信息,2元/平米/月,暂无信息,珠海市百森房产开发有限公司
米兰春天,香洲区老香洲,翠香路33号,21617,塔板结合,136户,1栋,商品房,暂无信息,1.9元/平米/月,暂无信息,暂无信息
泉福豪亭,香洲区老香洲,凤凰北路2000号,31131,塔楼,355户,2栋,商品房,暂无信息,2.6至2.99元/平米/月,自主物业,珠海市泉国丰房产投资发展有限公司
华银广场,香洲区老香洲,情侣中路91号,26057,塔楼,144户,1栋,商品房,暂无信息,3元/平米/月,珠海市明城物业管理有限公司,未知
香龙大厦,香洲区老香洲,碧海路83号,21336,塔楼,529户,1栋,商品房,暂无信息,1.5元/平米/月,自主物业,未知
豪园大厦,香洲区老香洲,东风路45号,18479,塔楼,170户,1栋,商品房,暂无信息,1元/平米/月,自主物业,未知
联浩花园一期,香洲区老香洲,狮山路联浩花园一期,23540,塔板结合,97户,3栋,商品房,暂无信息,2元/平米/月,暂无信息,珠海中珠房地产开发有限公司
家和城市东岸,香洲区老香洲,梅华东路6号,45235,塔楼/塔板结合,380户,10栋,商品房/动迁安置房/校产/回迁房,暂无信息,3元/平米/月,珠海市电力管理物业有限公司,珠海市电力房产开发有限公司
新光里三街,香洲区老香洲,新光里三街,17178,塔楼,209户,20栋,商品房/房改房/私产,暂无信息,暂无信息,暂无信息,未知
安广世纪大厦,香洲区老香洲,凤凰北路2099号,17599,塔楼,300户,1栋,商品房/使用权,暂无信息,4元/平米/月,珠海华发物业管理有限公司,未知
丹田牛津公馆,香洲区老香洲,凤凰北路1001号,46047,塔楼,176户,1栋,商品房,暂无信息,4元/平米/月,珠海丹田物业管理有限公司,丹田置业军晖房产有限公司
恒裕尚都,香洲区老香洲,凤凰路1168号,24685,塔板结合,337户,1栋,商品房/私产,暂无信息,2.8元/平米/月,珠海市恒怡物业管理有限公司,珠海市恒裕房产开发有限公司
中珠水晶堡,香洲区老香洲,紫荆路303号,19861,塔楼,715户,1栋,商品房,暂无信息,3元/平米/月,珠海市中珠物业管理服务有限公司,珠海市中珠股份有限公司
好景花园,香洲区老香洲,沿河东路31号,18162,塔板结合,745户,41栋,商品房,暂无信息,0.4元/平米/月,珠海市家家信物业管理有限公司,珠海市第二城市开发有限公司
阳光都市,香洲区老香洲,狮山路193号,21863,塔楼,243户,2栋,商品房/私产,暂无信息,1.1至1.3元/平米/月,珠海市三好物业管理有限公司,未知
石泉苑,香洲区老香洲,翠香路93号,27680,塔楼,625户,3栋,商品房/使用权,暂无信息,1.2至1.6元/平米/月,自主物业,未知
银香新村,香洲区老香洲,夏美路203号,15137,塔楼,360户,15栋,商品房,暂无信息,0.6元/平米/月,自主物业,未知
桃园新村,香洲区老香洲,紫荆路28号,15077,板楼,442户,17栋,商品房/房改房/私产,暂无信息,0.6至1元/平米/月,珠海市翔海物业管理有限公司,暂无信息
阳光地带,香洲区老香洲,沿河东路337号,24424,塔楼,617户,15栋,商品房/私产,暂无信息,0.9至1.65元/平米/月,暂无信息,珠海玉峰房产有限公司
南华小区东苑,香洲区老香洲,梅华东路271号,14238,板楼,162户,14栋,商品房/房改房,暂无信息,1元/平米/月,自主物业,未知
福祥苑,香洲区老香洲,吉祥街5号,20056,板楼,124户,4栋,商品房,暂无信息,暂无信息,暂无信息,未知
南厦丰泽园,香洲区老香洲,"夏美路一巷35号, 夏美路161号",23896,塔楼/塔板结合,1852户,19栋,商品房/房改房/私产/回迁房,暂无信息,0.5至1.5元/平米/月,暂无信息,珠海市三好房地产开发有限公司
紫荆花园,香洲区老香洲,运通路28号,19434,板楼/塔板结合,156户,2栋,商品房,暂无信息,0.5元/平米/月,鸿泰物业,紫荆豪庭房地产开发有限公司
碧涛花园,香洲区老香洲,华海路41号,21241,板楼,652户,36栋,商品房,暂无信息,0.4至0.6元/平米/月,珠海保洁物业管理有限公司,珠海市第二城市开发公司
承泰花园,香洲区老香洲,兴国街68号,22303,板楼,261户,5栋,商品房,暂无信息,1.6元/平米/月,暂无信息,暂无信息
幸福小苑,香洲区老香洲,福寿街幸福小苑,24718,板楼,341户,6栋,商品房,暂无信息,0.8至2.5元/平米/月,自主物业,未知
花园小区,香洲区老香洲,翠香路241号,23745,塔板结合,293户,14栋,商品房/使用权/私产,暂无信息,0.4至0.5元/平米/月,自主物业,未知
阳光地带,香洲区老香洲,沿河东路337号,24424,塔楼,617户,15栋,商品房/私产,暂无信息,0.9至1.65元/平米/月,暂无信息,珠海玉峰房产有限公司
南华小区东苑,香洲区老香洲,梅华东路271号,14238,板楼,162户,14栋,商品房/房改房,暂无信息,1元/平米/月,自主物业,未知
福祥苑,香洲区老香洲,吉祥街5号,20056,板楼,124户,4栋,商品房,暂无信息,暂无信息,暂无信息,未知
紫荆花园,香洲区老香洲,运通路28号,19434,板楼/塔板结合,156户,2栋,商品房,暂无信息,0.5元/平米/月,鸿泰物业,紫荆豪庭房地产开发有限公司
碧涛花园,香洲区老香洲,华海路41号,21241,板楼,652户,36栋,商品房,暂无信息,0.4至0.6元/平米/月,珠海保洁物业管理有限公司,珠海市第二城市开发公司
承泰花园,香洲区老香洲,兴国街68号,22303,板楼,261户,5栋,商品房,暂无信息,1.6元/平米/月,暂无信息,暂无信息
幸福小苑,香洲区老香洲,福寿街幸福小苑,24718,板楼,341户,6栋,商品房,暂无信息,0.8至2.5元/平米/月,自主物业,未知
花园小区,香洲区老香洲,翠香路241号,23745,塔板结合,293户,14栋,商品房/使用权/私产,暂无信息,0.4至0.5元/平米/月,自主物业,未知
恒景花园,香洲区老香洲,海港路70号,23264,板楼/塔板结合,364户,12栋,商品房,暂无信息,1.2至1.5元/平米/月,暂无信息,珠海经济特区恒隆房产开发有限公司
海虹新村,香洲区老香洲,梅华东路249号,15217,塔楼/板楼,351户,25栋,商品房,暂无信息,0.4元/平米/月,昌安物业,未知
安广世纪大厦,香洲区老香洲,凤凰北路2099号,17599,塔楼,300户,1栋,商品房/使用权,暂无信息,4元/平米/月,珠海华发物业管理有限公司,未知
丹田牛津公馆,香洲区老香洲,凤凰北路1001号,46047,塔楼,176户,1栋,商品房,暂无信息,4元/平米/月,珠海丹田物业管理有限公司,丹田置业军晖房产有限公司
恒裕尚都,香洲区老香洲,凤凰路1168号,24685,塔板结合,337户,1栋,商品房/私产,暂无信息,2.8元/平米/月,珠海市恒怡物业管理有限公司,珠海市恒裕房产开发有限公司
海景山庄,香洲区老香洲,珠海市香洲区梅华东路8号,22206,板楼,23户,3栋,商品房/回迁房,暂无信息,0.98元/平米/月,海景物业管理有限公司,暂无信息
康平园,香洲区老香洲,人民东路14号,23600,板楼,65户,5栋,商品房/私产,暂无信息,1元/平米/月,暂无信息,暂无信息
韵琴居,香洲区老香洲,狮山路84号,28498,塔板结合,70户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
翠桦花园,香洲区老香洲,紫荆路振国巷2号,16484,板楼,64户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
晶都花园,香洲区老香洲,沿河东路135号,14882,板楼,198户,5栋,商品房/房改房,暂无信息,0.5元/平米/月,自主物业,未知
人民东路二巷小区,香洲区老香洲,人民东路19号,17730,板楼,62户,3栋,商品房,暂无信息,0.7元/平米/月,自主物业,未知
香洲百货,香洲区老香洲,凤凰南路1136号,15829,塔板结合,17户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
海城花园大厦,香洲区老香洲,东风路57号,20162,塔楼,120户,1栋,商品房,暂无信息,0.9元/平米/月,暂无信息,暂无信息
兴泰大厦,香洲区老香洲,紫荆路188号,26079,板楼,98户,1栋,商品房,暂无信息,1.8元/平米/月,珠海市珠冶物业管理有限公司,珠海市亿城投资有限公司
鸿福大厦,香洲区老香洲,翠香东路43号,27604,塔楼,78户,1栋,商品房,暂无信息,1.5元/平米/月,自主物业,珠海诚丰集团有限公司
巴黎花园,香洲区老香洲,情侣中路277号,25479,板楼,166户,3栋,商品房,暂无信息,1.4元/平米/月,珠海白玫瑰物业管理有限公司,暂无信息
百兴苑韵涛居,香洲区老香洲,"龙舟街26号, 海港路3号",19584,板楼,103户,2栋,商品房,暂无信息,0.9元/平米/月,珠海市广粤物业管理有限公司,珠海市粤恒信房地产开发有限公司
胡椒园,香洲区老香洲,兴华路33号,16064,板楼,271户,17栋,商品房,暂无信息,0.6元/平米/月,自主物业,石泉社区自主开发
凤海新村,香洲区老香洲,碧海路凤海新村,20660,板楼,240户,12栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
南华小区西苑,香洲区老香洲,梅华东路333号,15271,板楼,234户,20栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
凤凰公寓,香洲区老香洲,镜新二街56号,20892,板楼,206户,2栋,商品房,暂无信息,2.9元/平米/月,珠海市都市物业管理有限公司,丹田置业军晖房产有限公司
碧波楼,香洲区老香洲,"沿河路4号, 海虹路19号",16957,塔楼/板楼,82户,2栋,商品房,暂无信息,0.6元/平米/月,珠海市邮政新村管理处,未知
碧波楼,香洲区老香洲,"沿河路4号, 海虹路19号",16957,塔楼/板楼,82户,2栋,商品房,暂无信息,0.6元/平米/月,珠海市邮政新村管理处,未知
融廷公寓,香洲区老香洲,朝阳路29号,17272,板楼,104户,3栋,商品房/房改房,暂无信息,0.5元/平米/月,自主物业,暂无信息
康平园,香洲区老香洲,人民东路14号,23600,板楼,65户,5栋,商品房/私产,暂无信息,1元/平米/月,暂无信息,暂无信息
韵琴居,香洲区老香洲,狮山路84号,28498,塔板结合,70户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
翠桦花园,香洲区老香洲,紫荆路振国巷2号,16484,板楼,64户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
建委小区,香洲区老香洲,教育路91号,24303,板楼/平房,97户,4栋,商品房/经济适用房,暂无信息,暂无信息,暂无信息,暂无信息
国华中心,香洲区老香洲,光明街1号,18440,塔楼,181户,1栋,商品房,暂无信息,1.2元/平米/月,自主物业,未知
金域时代,香洲区老香洲,珠海市香洲区情侣中路189号,38153,塔板结合,173户,1栋,商品房,暂无信息,2元/平米/月,珠海通美物业管理有限公司,暂无信息
东宝大厦,香洲区老香洲,香埠路49号,21949,板楼,182户,1栋,商品房,暂无信息,1.5元/平米/月,自主物业,未知
山峰路,香洲区老香洲,山峰街一巷1号,29250,板楼,209户,32栋,商品房/房改房/经济适用房,暂无信息,暂无信息,自持物业,暂无信息
碧海路住宅,香洲区老香洲,碧海路住宅,17005,塔楼,222户,11栋,商品房/房改房/使用权,暂无信息,暂无信息,暂无信息,暂无信息
镜新一街住宅,香洲区老香洲,翠华路镜新一街住宅,15309,塔板结合,135户,7栋,商品房/私产,暂无信息,暂无信息,暂无信息,暂无信息
香洲市政站胡椒园,香洲区老香洲,兴华路69号,14169,未知类型,59户,3栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
青春一街,香洲区老香洲,青春一街,26345,板楼,137户,8栋,商品房,暂无信息,0.5至0.65元/平米/月,暂无信息,暂无信息
情侣中路87号,香洲区老香洲,珠海市香洲区情侣中路87号1栋2单元504,16891,塔板结合,40户,2栋,商品房/房改房,暂无信息,2元/平米/月,珠海通美物业管理有限公司,暂无信息
石榴园2期,香洲区老香洲,南夏一街石榴园2期,14383,未知类型,108户,2栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
红旗街住宅,香洲区老香洲,狮山街道红旗街,14657,塔板结合,455户,23栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
如意街,香洲区老香洲,珠海市香洲区如意街36号3单元402,21591,板楼,236户,6栋,商品房/房改房,暂无信息,1元/平米/月,自主物业,暂无信息
海景山庄,香洲区老香洲,珠海市香洲区梅华东路8号,22206,板楼,23户,3栋,商品房/回迁房,暂无信息,0.98元/平米/月,海景物业管理有限公司,暂无信息
青春二街,香洲区老香洲,青春二街,23285,板楼/塔板结合,386户,17栋,商品房/房改房,暂无信息,0.6至0.8元/平米/月,自主物业,未知
水仙巷,香洲区老香洲,水仙巷,25188,板楼,173户,6栋,商品房,暂无信息,0.5元/平米/月,暂无信息,未知
南夏一街住宅,香洲区老香洲,南夏一街,14452,板楼/塔板结合,353户,16栋,商品房/房改房/私产,暂无信息,0.5元/平米/月,无物业管理服务,未知
光明街,香洲区老香洲,光明街,13939,板楼/塔板结合/平房,711户,53栋,商品房/房改房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
夏美村,香洲区老香洲,夏美路一巷22号,23324,塔楼/塔板结合,316户,6栋,商品房/回迁房,暂无信息,1元/平米/月,暂无信息,珠海市三好房地产开发有限公司
夏美大厦,香洲区老香洲,夏美路96号,21745,塔楼,140户,1栋,商品房,暂无信息,1元/平米/月,暂无信息,未知
桃园路住宅,香洲区老香洲,桃园路住宅,14246,板楼,150户,12栋,商品房/房改房,暂无信息,暂无信息,暂无信息,未知
夏美路住宅,香洲区老香洲,夏美路住宅,17407,板楼/塔板结合/平房,396户,21栋,商品房/房改房,暂无信息,0.5至0.6元/平米/月,无物业管理服务,未知
瑞荣大厦,香洲区老香洲,镜新二街25号,20779,板楼,58户,1栋,商品房,暂无信息,1.2元/平米/月,自主物业,未知
人和大厦,香洲区老香洲,教育路21号,25881,板楼,72户,1栋,商品房/房改房/回迁房,暂无信息,2.9元/平米/月,自主物业,未知
凤凰海域,香洲区老香洲,情侣北路西侧神前路19号,37653,板楼/塔板结合,178户,3栋,商品房,暂无信息,2.6元/平米/月,珠海市丹田物业管理有限公司,暂无信息
铭泰锦山府,香洲区老香洲,契爷岭二街68号,40221,板楼/塔板结合,148户,4栋,商品房,暂无信息,2.5至3元/平米/月,广东铭泰集团有限公司,暂无信息
翠香路,香洲区老香洲,翠香路,23436,塔板结合,286户,20栋,商品房/房改房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
公积金中心大厦,香洲区老香洲,珠海海滨北路8号,20842,塔楼,156户,1栋,商品房,暂无信息,0.5元/平米/月,暂无信息,暂无信息
金龙大厦,香洲区老香洲,夏美路128号,18083,塔楼,99户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
恒荣城市溪谷,香洲区老香洲,神前路99号,32917,塔楼/塔板结合,994户,15栋,商品房/使用权,暂无信息,3至3.01元/平米/月,暂无信息,珠海市恒荣房地产开发有限公司
新光里二街住宅,香洲区老香洲,新光里二街住宅,19099,未知类型,176户,5栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
天宸,香洲区老香洲,港湾大道天宸,32278,板楼,234户,3栋,商品房,暂无信息,4.08元/平米/月,深圳历思联行物业管理有限公司,暂无信息
乐园路,香洲区老香洲,珠海市乐园路86号,24865,塔板结合,18户,1栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
凤凰北路住宅,香洲区老香洲,凤凰北路住宅2053号,17453,未知类型,301户,9栋,商品房/房改房,暂无信息,2元/平米/月,暂无信息,暂无信息
中立信大厦,香洲区老香洲,珠海市香洲区南坑工业区兴国街4号,0,板楼,160户,1栋,商品房/限价商品房/使用权,暂无信息,10元/平米/月,珠海市中立信物业管理有限公司,暂无信息
香洲人民东路108号,香洲区老香洲,珠海市香洲区香洲人民东路108号601房,15750,塔楼,6户,1栋,商品房,暂无信息,暂无信息,自主物业,暂无信息
卫星街住宅,香洲区老香洲,卫星街住宅,17309,未知类型,61户,6栋,商品房,暂无信息,暂无信息,暂无信息,暂无信息
东风路106号,香洲区老香洲,东风路106号,16906,平房,1户,1栋,房改房,暂无信息,1.38元/平米/月,暂无信息,暂无信息
华富街,香洲区老香洲,珠海市香洲区华富街30号1单元401,15387,塔楼,282户,10栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
安平路住宅,香洲区老香洲,安平路住宅,21828,未知类型,95户,11栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
穗珠路,香洲区老香洲,穗珠路5幢2单元,13115,板楼,109户,7栋,商品房/房改房,暂无信息,暂无信息,暂无信息,暂无信息
教育路,香洲区老香洲,教育路54号,21990,塔楼,112户,8栋,商品房,暂无信息,1.3元/平米/月,自主管理,暂无信息
香湾雅苑,香洲区老香洲,碧涛路33号2栋2单元202房,19355,塔楼/板楼/塔板结合,71户,4栋,商品房,暂无信息,3.2元/平米/月,暂无信息,暂无信息
同裕·悦澜山,香洲区老香洲,港湾大道契爷岭二街60号,39371,板楼/塔板结合,504户,8栋,商品房,暂无信息,2.95元/平米/月,深圳市金地物业管理有限公司珠海分公司,珠海市碧海山景房地产开发有限公司
沿河东路165号,香洲区老香洲,"沿河东路165号,沿河路6号",17757,未知类型,42户,1栋,商品房,暂无信息,0.8元/平米/月,暂无信息,暂无信息
