baishida,万事达名苑二期,(罗湖区百仕达)太宁路万事达名苑二期,56499,11,90天成交0套,12套正在出租,塔楼,464户,1栋,暂无信息,暂无信息,商品房,2000年 ,暂无信息,民水,民电,3.8元/平米/月,"[114.141944,22.575323]","114.142887,22.575361",百仕达东郡店百仕达东郡店/深圳市罗湖区太宁路147号西半层2-2号商铺,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420057917566475/
baishida,逸翠园二期,(罗湖区百仕达)翠竹路逸翠园二期,61155,14,90天成交0套,10套正在出租,塔板结合,434户,3栋,1%,5.93,商品房,2000-2003年 ,暂无信息,商水/民水,商电/民电,3至3.01元/平米/月,"[114.136748,22.567573]","114.136433,22.567665",深圳德佑翡翠星空A店深圳德佑翡翠星空A店/翠竹路1052-10,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420057917566474/
baishida,29号大院西区,(罗湖区百仕达)29号大院西区,55292,1,90天成交0套,1套正在出租,板楼,53户,2栋,暂无信息,暂无信息,商品房/使用权,1984年 ,暂无信息,民水,民电,0.92元/平米/月,"[114.139774,22.56565]","114.136433,22.567665",深圳德佑翡翠星空A店深圳德佑翡翠星空A店/翠竹路1052-10,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420072320306114/
baishida,环卫小区,(罗湖区百仕达)罗湖翠竹路1112号,50928,5,90天成交0套,0套正在出租,塔楼/板楼,122户,4栋,10%,1.78,商品房,1994年 ,暂无信息,民水,民电,0.8至1.5元/平米/月,"[114.13732157175,22.57184096865]","114.135337,22.570458",深圳乐远马古岭A店深圳乐远马古岭A店/翠竹街道翠平社区翠竹路1147号3栋1层2号,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/24000000000821/
baishida,旭飞华达园,(罗湖区百仕达)翠竹路2058号,52510,101,共834个户型,90天成交2套,塔楼,2202户,5栋,30%,7.2,商品房,2000-2008年 ,无供暖,民水,民电,3.2元/平米/月,"[114.136063,22.577684]","114.136371,22.577027",深圳德佑华达园A店深圳德佑华达园A店/翠竹路2042,深圳市志诚物业管理有限公司,深圳市光彩红房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048579962/
baishida,新港鸿花园,(罗湖区百仕达)翠竹北路2038号,57949,34,90天成交0套,15套正在出租,塔板结合,1336户,28栋,30%,1.21,商品房/使用权/私产,1997-2016年 ,无供暖,民水,民电,3.23至3.3元/平米/月,"[114.13786104954,22.578710073252]","114.138367,22.577904",深圳德佑百仕达小学A店深圳德佑百仕达小学A店/太安路102-1,深圳市怡盛华物业发展有限公司,深圳市新港鸿房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048575583/
baishida,华达园公寓,(罗湖区百仕达)布心路2083号,42896,51,共490个户型,90天成交4套,塔板结合,960户,1栋,35%,3,商品房,2002-2005年 ,暂无信息,民水,民电,3.2元/平米/月,"[114.136364,22.580183]","114.138367,22.577904",深圳德佑百仕达小学A店深圳德佑百仕达小学A店/太安路102-1,深圳市志诚物业管理有限公司,深圳市光彩红房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048592802/
baishida,粤海新村,(罗湖区百仕达)太安路78号,50170,3,90天成交1套,5套正在出租,板楼/塔板结合,299户,7栋,30%,4.5,商品房,1988-2000年 ,暂无信息,商水/民水,商电/民电,1.1元/平米/月,"[114.142437,22.578515]","114.142773,22.57817",深圳德佑卫林百仕达豪宅A店深圳德佑卫林百仕达豪宅A店/太安路191,深圳市粤海物业管理有限公司,粤海集团（深圳）有限公司,https://sz.lianjia.com/xiaoqu/2411048641408/
baishida,水贝供电局住宅小区,(罗湖区百仕达)翠竹路2018号,46437,2,90天成交0套,1套正在出租,塔板结合,473户,12栋,50%,0.5,商品房,1987-2002年 ,暂无信息,民水,民电,1.5至1.51元/平米/月,"[114.13758982282,22.574413755731]","114.136371,22.577027",深圳德佑华达园A店深圳德佑华达园A店/翠竹路2042,无物业管理服务,暂无资料,https://sz.lianjia.com/xiaoqu/2411048634913/
baishida,百仕达花园二期,(罗湖区百仕达)太安路98号,61459,23,共366个户型,90天成交1套,塔楼,1047户,19栋,53.14%,2.08,商品房,1969-2005年 ,暂无信息,民水,民电,3.8至4.2元/平米/月,"[114.13997406988,22.579498691062]","114.140148,22.578379",深圳德佑桐林百仕达A店深圳德佑桐林百仕达A店/太安路217-6,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048628949/
baishida,万事达名苑一期,(罗湖区百仕达)太宁路185号,54934,4,90天成交0套,6套正在出租,塔楼/板楼/塔板结合,218户,4栋,40%,6.59,商品房,1998-1999年 ,暂无信息,民水,民电,3.8元/平米/月,"[114.1419891006,22.574943053626]","114.142887,22.575361",百仕达东郡店百仕达东郡店/深圳市罗湖区太宁路147号西半层2-2号商铺,深圳市佳宏物业管理有限公司,深圳市星通房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048637797/
baishida,鸿园居,(罗湖区百仕达)布心路2037号,56985,17,共162个户型,90天成交0套,塔板结合,376户,3栋,10%,4.73,商品房,2000年 ,暂无信息,民水,民电,3.6元/平米/月,"[114.140499,22.580338]","114.140148,22.578379",深圳德佑桐林百仕达A店深圳德佑桐林百仕达A店/太安路217-6,深圳市鸿威物业管理有限公司,深圳市鸿威房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048630942/
baishida,东安花园,(罗湖区百仕达)太安路167号,46849,11,90天成交0套,7套正在出租,塔板结合,448户,8栋,54%,2.2,商品房,1982-1993年 ,暂无信息,民水,民电,0.8元/平米/月,"[114.14399201036,22.57717214792]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,深圳市大地通物业管理有限公司,深圳市石化房地产有限公司,https://sz.lianjia.com/xiaoqu/2411048646648/
baishida,宝龙苑,(罗湖区百仕达)太安路133号,50392,4,90天成交0套,3套正在出租,板楼/塔板结合,292户,5栋,30%,5.9,商品房,1991-1998年 ,暂无信息,民水,民电,0.8至2.8元/平米/月,"[114.14531799322,22.576536138381]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市深龙鑫物业管理有限公司,深圳市深宝房地产开发公司,https://sz.lianjia.com/xiaoqu/2411048644704/
baishida,东乐花园,(罗湖区百仕达)布心路1023号,45765,30,90天成交3套,54套正在出租,塔板结合,3333户,127栋,35%,0.46,商品房,1988-2005年 ,无供暖,民水,商电/民电,0.68元/平米/月,"[114.14685758083,22.577898757624]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,中海物业管理有限公司,深圳市深房集团龙岗开发有限公司,https://sz.lianjia.com/xiaoqu/2411048655937/
baishida,百仕达东郡,(罗湖区百仕达)太宁路38号,76391,35,90天成交2套,19套正在出租,板楼/塔板结合,1367户,11栋,44%,4.8,商品房,1997-2006年 ,无供暖,民水,民电,4.2元/平米/月,"[114.14400235604,22.575942387973]","114.143358,22.57524",深圳德佑百誉百仕达花园A店深圳德佑百誉百仕达花园A店/太宁路133号,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048874348/
baishida,百仕达乐湖,(罗湖区百仕达)太宁路8号,70137,18,共248个户型,90天成交0套,塔楼,940户,4栋,40%,5.5,商品房,1993-2008年 ,暂无信息,民水,民电,4.2元/平米/月,"[114.14672676934,22.574307182535]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048876097/
baishida,叠翠居,(罗湖区百仕达)水库新村193号,54121,4,90天成交0套,0套正在出租,塔楼/板楼,154户,6栋,35.6%,3.46,商品房,2001年 ,暂无信息,民水,民电,2.5元/平米/月,"[114.14346890822,22.570246415064]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市新村物业管理有限公司,深圳市润裕地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048917135/
baishida,阳光绿地家园,(罗湖区百仕达)爱国路3009号,64368,23,90天成交0套,3套正在出租,塔板结合,839户,3栋,30.1%,6.42,商品房,1999-2007年 ,暂无信息,民水,民电,3.2元/平米/月,"[114.143258,22.569588]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市阳基物业管理有限公司,深圳市阳基房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048928212/
baishida,新丰大厦,(罗湖区百仕达)爱国路3019号,42600,6,90天成交1套,4套正在出租,塔板结合,404户,3栋,20%,8,商品房,2000-2003年 ,暂无信息,民水,民电,2.8元/平米/月,"[114.146693,22.570143]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市威良物业有限公司,深圳市威良投资发展有限公司,https://sz.lianjia.com/xiaoqu/2411048926083/
baishida,泰宁小区,(罗湖区百仕达)爱国路3013号,50023,4,90天成交0套,1套正在出租,板楼,444户,5栋,35%,3.5,商品房,1993-2000年 ,暂无信息,民水,民电,1元/平米/月,"[114.147448,22.572108]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市新村物业管理有限公司,南京中泰宁田置业开发有限公司,https://sz.lianjia.com/xiaoqu/2411750411611230/
baishida,文康楼,(罗湖区百仕达)爱国路3049-1号,44736,3,90天成交1套,1套正在出租,塔板结合,153户,1栋,30%,2.29,商品房,1996年 ,暂无信息,民水,民电,1元/平米/月,"[114.146395,22.569176]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,文康楼物业,郑州康文置业有限公司,https://sz.lianjia.com/xiaoqu/2412497628180649/
baishida,东门北路2075号,(罗湖区百仕达)东门北路2075号,47023,1,90天成交0套,0套正在出租,塔板结合,182户,8栋,35%,3.2,商品房/集资房,1982-1984年 ,暂无信息,暂无信息,暂无信息,0.8元/平米/月,"[114.13967286082,22.565325836824]","114.137555,22.562293",深圳德佑御龙天地A店深圳德佑御龙天地A店/华丽路2062号,无物业管理服务,暂无信息,https://sz.lianjia.com/xiaoqu/2411048866114/
baishida,东晓路1022号大院,(罗湖区百仕达)东晓路1022号,49737,1,90天成交0套,0套正在出租,板楼/塔板结合,72户,3栋,30.1%,2.78,商品房/经济适用房,1985-1999年 ,暂无信息,民水,民电,0.8元/平米/月,"[114.143631,22.578984]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2412651498843415/
baishida,罗湖区委宿舍,"(罗湖区百仕达)翠竹路1082号, 翠竹路1084号",50488,0,90天成交0套,1套正在出租,板楼,56户,1栋,30%,3,商品房,1991-2000年 ,暂无信息,商水,商电,3.3元/平米/月,"[114.13689,22.571344]","114.135337,22.570458",深圳乐远马古岭A店深圳乐远马古岭A店/翠竹街道翠平社区翠竹路1147号3栋1层2号,暂无信息, 五指山水墨雨林置业有限公司,https://sz.lianjia.com/xiaoqu/248215185076644/
baishida,东湖医院住宅楼,(罗湖区百仕达)布心路2019号,36450,1,90天成交0套,2套正在出租,塔板结合,92户,4栋,30.1%,4.18,商品房,1983-1993年 ,暂无信息,民水,民电,0.8元/平米/月,"[114.142381,22.580195]","114.142773,22.57817",深圳德佑卫林百仕达豪宅A店深圳德佑卫林百仕达豪宅A店/太安路191,深圳市粤海物业管理有限公司,东湖地产,https://sz.lianjia.com/xiaoqu/248039286452956/
baishida,太明居,(罗湖区百仕达)太安路182号,47769,2,90天成交0套,0套正在出租,板楼,78户,1栋,15%,2.26,商品房,1994-1997年 ,暂无信息,民水,民电,1.8元/平米/月,"[114.136714,22.576746]","114.136371,22.577027",深圳德佑华达园A店深圳德佑华达园A店/翠竹路2042,无物业管理服务,暂无资料,https://sz.lianjia.com/xiaoqu/248938563055178/
baishida,传麒东湖名苑,(罗湖区百仕达)罗湖区布心路与爱国路交汇处,72073,7,90天成交0套,4套正在出租,塔楼/塔板结合,651户,2栋,32%,5.9,商品房,2005-2019年 ,暂无信息,民水,民电,3.6至5.8元/平米/月,"[114.149183,22.577426]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,深圳市深房物业管理有限公司,深房集团开发有限公司,https://sz.lianjia.com/xiaoqu/2414101773038140/
baishida,善水居,(罗湖区百仕达)翠竹路1128号,68358,1,90天成交0套,0套正在出租,未知类型,4户,1栋,暂无信息,暂无信息,商品房,2018年 ,无供暖,暂无信息,暂无信息,4.68元/平米/月,"[114.13839043726,22.572556897719]","114.135337,22.570458",深圳乐远马古岭A店深圳乐远马古岭A店/翠竹街道翠平社区翠竹路1147号3栋1层2号,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/24000000017927/
baishida,翠拥华庭二期,(罗湖区百仕达)翠竹路翠拥华庭二期,66235,2,90天成交0套,7套正在出租,塔板结合,377户,2栋,20%,暂无信息,商品房,2004年 ,无供暖,民水,民电,4.2元/平米/月,"[114.137505,22.568588]","114.136433,22.567665",深圳德佑翡翠星空A店深圳德佑翡翠星空A店/翠竹路1052-10,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420057917566473/
baishida,万事达名苑二期,(罗湖区百仕达)太宁路万事达名苑二期,56499,11,90天成交0套,12套正在出租,塔楼,464户,1栋,暂无信息,暂无信息,商品房,2000年 ,暂无信息,民水,民电,3.8元/平米/月,"[114.141944,22.575323]","114.142887,22.575361",百仕达东郡店百仕达东郡店/深圳市罗湖区太宁路147号西半层2-2号商铺,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420057917566475/
baishida,逸翠园二期,(罗湖区百仕达)翠竹路逸翠园二期,61155,14,90天成交0套,10套正在出租,塔板结合,434户,3栋,1%,5.93,商品房,2000-2003年 ,暂无信息,商水/民水,商电/民电,3至3.01元/平米/月,"[114.136748,22.567573]","114.136433,22.567665",深圳德佑翡翠星空A店深圳德佑翡翠星空A店/翠竹路1052-10,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420057917566474/
baishida,29号大院西区,(罗湖区百仕达)29号大院西区,55292,1,90天成交0套,1套正在出租,板楼,53户,2栋,暂无信息,暂无信息,商品房/使用权,1984年 ,暂无信息,民水,民电,0.92元/平米/月,"[114.139774,22.56565]","114.136433,22.567665",深圳德佑翡翠星空A店深圳德佑翡翠星空A店/翠竹路1052-10,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/2420072320306114/
baishida,环卫小区,(罗湖区百仕达)罗湖翠竹路1112号,50928,5,90天成交0套,0套正在出租,塔楼/板楼,122户,4栋,10%,1.78,商品房,1994年 ,暂无信息,民水,民电,0.8至1.5元/平米/月,"[114.13732157175,22.57184096865]","114.135337,22.570458",深圳乐远马古岭A店深圳乐远马古岭A店/翠竹街道翠平社区翠竹路1147号3栋1层2号,暂无信息,暂无信息,https://sz.lianjia.com/xiaoqu/24000000000821/
baishida,旭飞华达园,(罗湖区百仕达)翠竹路2058号,52510,101,共834个户型,90天成交2套,塔楼,2202户,5栋,30%,7.2,商品房,2000-2008年 ,无供暖,民水,民电,3.2元/平米/月,"[114.136063,22.577684]","114.136371,22.577027",深圳德佑华达园A店深圳德佑华达园A店/翠竹路2042,深圳市志诚物业管理有限公司,深圳市光彩红房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048579962/
baishida,新港鸿花园,(罗湖区百仕达)翠竹北路2038号,57949,34,90天成交0套,15套正在出租,塔板结合,1336户,28栋,30%,1.21,商品房/使用权/私产,1997-2016年 ,无供暖,民水,民电,3.23至3.3元/平米/月,"[114.13786104954,22.578710073252]","114.138367,22.577904",深圳德佑百仕达小学A店深圳德佑百仕达小学A店/太安路102-1,深圳市怡盛华物业发展有限公司,深圳市新港鸿房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048575583/
baishida,华达园公寓,(罗湖区百仕达)布心路2083号,42896,51,共490个户型,90天成交4套,塔板结合,960户,1栋,35%,3,商品房,2002-2005年 ,暂无信息,民水,民电,3.2元/平米/月,"[114.136364,22.580183]","114.138367,22.577904",深圳德佑百仕达小学A店深圳德佑百仕达小学A店/太安路102-1,深圳市志诚物业管理有限公司,深圳市光彩红房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048592802/
baishida,粤海新村,(罗湖区百仕达)太安路78号,50170,3,90天成交1套,5套正在出租,板楼/塔板结合,299户,7栋,30%,4.5,商品房,1988-2000年 ,暂无信息,商水/民水,商电/民电,1.1元/平米/月,"[114.142437,22.578515]","114.142773,22.57817",深圳德佑卫林百仕达豪宅A店深圳德佑卫林百仕达豪宅A店/太安路191,深圳市粤海物业管理有限公司,粤海集团（深圳）有限公司,https://sz.lianjia.com/xiaoqu/2411048641408/
baishida,水贝供电局住宅小区,(罗湖区百仕达)翠竹路2018号,46437,2,90天成交0套,1套正在出租,塔板结合,473户,12栋,50%,0.5,商品房,1987-2002年 ,暂无信息,民水,民电,1.5至1.51元/平米/月,"[114.13758982282,22.574413755731]","114.136371,22.577027",深圳德佑华达园A店深圳德佑华达园A店/翠竹路2042,无物业管理服务,暂无资料,https://sz.lianjia.com/xiaoqu/2411048634913/
baishida,百仕达花园二期,(罗湖区百仕达)太安路98号,61829,23,共366个户型,90天成交1套,塔楼,1047户,19栋,53.14%,2.08,商品房,1969-2005年 ,暂无信息,民水,民电,3.8至4.2元/平米/月,"[114.13997406988,22.579498691062]","114.140148,22.578379",深圳德佑桐林百仕达A店深圳德佑桐林百仕达A店/太安路217-6,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048628949/
baishida,万事达名苑一期,(罗湖区百仕达)太宁路185号,54934,4,90天成交0套,6套正在出租,塔楼/板楼/塔板结合,218户,4栋,40%,6.59,商品房,1998-1999年 ,暂无信息,民水,民电,3.8元/平米/月,"[114.1419891006,22.574943053626]","114.142887,22.575361",百仕达东郡店百仕达东郡店/深圳市罗湖区太宁路147号西半层2-2号商铺,深圳市佳宏物业管理有限公司,深圳市星通房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048637797/
baishida,鸿园居,(罗湖区百仕达)布心路2037号,56985,17,共162个户型,90天成交0套,塔板结合,376户,3栋,10%,4.73,商品房,2000年 ,暂无信息,民水,民电,3.6元/平米/月,"[114.140499,22.580338]","114.140148,22.578379",深圳德佑桐林百仕达A店深圳德佑桐林百仕达A店/太安路217-6,深圳市鸿威物业管理有限公司,深圳市鸿威房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048630942/
baishida,东安花园,(罗湖区百仕达)太安路167号,46849,11,90天成交0套,7套正在出租,塔板结合,448户,8栋,54%,2.2,商品房,1982-1993年 ,暂无信息,民水,民电,0.8元/平米/月,"[114.14399201036,22.57717214792]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,深圳市大地通物业管理有限公司,深圳市石化房地产有限公司,https://sz.lianjia.com/xiaoqu/2411048646648/
baishida,宝龙苑,(罗湖区百仕达)太安路133号,50392,4,90天成交0套,3套正在出租,板楼/塔板结合,292户,5栋,30%,5.9,商品房,1991-1998年 ,暂无信息,民水,民电,0.8至2.8元/平米/月,"[114.14531799322,22.576536138381]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市深龙鑫物业管理有限公司,深圳市深宝房地产开发公司,https://sz.lianjia.com/xiaoqu/2411048644704/
baishida,东乐花园,(罗湖区百仕达)布心路1023号,45765,30,90天成交3套,54套正在出租,塔板结合,3333户,127栋,35%,0.46,商品房,1988-2005年 ,无供暖,民水,商电/民电,0.68元/平米/月,"[114.14685758083,22.577898757624]","114.143995,22.578356",深圳德佑百仕达太安路A店深圳德佑百仕达太安路A店/东乐花园布心路1023号82栋1B,中海物业管理有限公司,深圳市深房集团龙岗开发有限公司,https://sz.lianjia.com/xiaoqu/2411048655937/
baishida,百仕达东郡,(罗湖区百仕达)太宁路38号,76391,35,90天成交2套,19套正在出租,板楼/塔板结合,1367户,11栋,44%,4.8,商品房,1997-2006年 ,无供暖,民水,民电,4.2元/平米/月,"[114.14400235604,22.575942387973]","114.143358,22.57524",深圳德佑百誉百仕达花园A店深圳德佑百誉百仕达花园A店/太宁路133号,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048874348/
baishida,百仕达乐湖,(罗湖区百仕达)太宁路8号,70137,18,共248个户型,90天成交0套,塔楼,940户,4栋,40%,5.5,商品房,1993-2008年 ,暂无信息,民水,民电,4.2元/平米/月,"[114.14672676934,22.574307182535]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司,https://sz.lianjia.com/xiaoqu/2411048876097/
baishida,叠翠居,(罗湖区百仕达)水库新村193号,54121,4,90天成交0套,0套正在出租,塔楼/板楼,154户,6栋,35.6%,3.46,商品房,2001年 ,暂无信息,民水,民电,2.5元/平米/月,"[114.14346890822,22.570246415064]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市新村物业管理有限公司,深圳市润裕地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048917135/
baishida,阳光绿地家园,(罗湖区百仕达)爱国路3009号,64368,23,90天成交0套,3套正在出租,塔板结合,839户,3栋,30.1%,6.42,商品房,1999-2007年 ,暂无信息,民水,民电,3.2元/平米/月,"[114.143258,22.569588]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市阳基物业管理有限公司,深圳市阳基房地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048928212/
baishida,新丰大厦,(罗湖区百仕达)爱国路3019号,42600,6,90天成交1套,4套正在出租,塔板结合,404户,3栋,20%,8,商品房,2000-2003年 ,暂无信息,民水,民电,2.8元/平米/月,"[114.146693,22.570143]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市威良物业有限公司,深圳市威良投资发展有限公司,https://sz.lianjia.com/xiaoqu/2411048926083/
baishida,叠翠居,(罗湖区百仕达)水库新村193号,54121,4,90天成交0套,0套正在出租,塔楼/板楼,154户,6栋,35.6%,3.46,商品房,2001年 ,暂无信息,民水,民电,2.5元/平米/月,"[114.14346890822,22.570246415064]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳市新村物业管理有限公司,深圳市润裕地产开发有限公司,https://sz.lianjia.com/xiaoqu/2411048917135/
baishida,金泰名苑,(罗湖区百仕达)太宁路18号,56906,4,共35个户型,90天成交0套,塔板结合,120户,4栋,30%,6,商品房,2001年 ,暂无信息,民水,民电,2.8元/平米/月,"[114.147991,22.574644]","114.144764,22.574478",深圳乐远喜荟城A店深圳乐远喜荟城A店/太宁路95-5,深圳百仕达物业管理有限公司,深圳市金德海实业发展有限公司,https://sz.lianjia.com/xiaoqu/2411048880258/
