名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司,开发商
高标住宅小区,罗湖区百仕达,翠竹路1068号,67430,塔板结合,241户,6栋,商品房/经济适用房/乡产,1983-2000年 ,1元/平米/月,业主自筹物业,金州城建局，开发区城建局
太安路88号,罗湖区百仕达,太安路88号,56452,板楼,91户,3栋,商品房,1987-1992年 ,1元/平米/月,无物业管理服务,暂无信息
公交宿舍,罗湖区百仕达,水贝太安路146号,0,塔板结合,70户,1栋,商品房,1985年 ,暂无信息,无物业管理服务,暂无资料
水库新村统建楼,罗湖区百仕达,爱国路3013号,0,板楼,1151户,17栋,商品房/乡产,暂无信息 ,1元/平米/月,深圳市新村物业管理有限公司,暂无资料
太宁路145号,罗湖区百仕达,太宁路145号,0,塔板结合,56户,1栋,商品房,1993年 ,1.5元/平米/月,深圳万年青物业管理有限公司,河北东青房地产开发有限公司
新岭山庄,罗湖区百仕达,水库新村348号,0,板楼,280户,4栋,使用权,暂无信息 ,1元/平米/月,深圳市新村物业管理有限公司,暂无信息
太宁路147号,罗湖区百仕达,太宁路147号,0,板楼,144户,2栋,商品房/安居型商品房,1988-1993年 ,1.5元/平米/月,无物业管理服务,深圳市深房物业投资有限公司
翠竹大厦,罗湖区百仕达,翠竹路2028,0,塔楼,208户,1栋,商品房,暂无信息 ,暂无信息,暂无信息,暂无信息
中南大院,罗湖区百仕达,宝安路22号,0,板楼,3户,1栋,商品房,暂无信息 ,0.8元/平米/月,暂无信息,暂无信息
培峰苑,罗湖区布心,深圳市罗湖区金稻田路与禾坑路交汇处,59542,板楼,216户,2栋,商品房,2009-2015年 ,2.85元/平米/月,深圳市地勘物业管理有限公司, 深圳市万龙靓投资发展有限公司
宝丰苑,罗湖区布心,金稻田路,62282,塔板结合,111户,2栋,商品房/经济适用房,2016年 ,3元/平米/月,深圳市富士万辉物业管理有限公司,宝房集团
悦彩城（西北地块）,罗湖区布心,东昌路粤海城,0,塔楼/板楼,1841户,5栋,商品房/使用权,2001-2021年 ,7.5元/平米/月,深圳市仁恒物业管理有限公司,粤海置地有限公司
山湖居一期,罗湖区布心,东晓路山湖居一期,59582,塔板结合,522户,3栋,商品房,2002-2003年 ,4.5元/平米/月,暂无信息,暂无信息
观山祥苑,罗湖区布心,文德路28号,49124,塔楼,1012户,1栋,商品房,1987-2023年 ,3.8元/平米/月,暂无信息,暂无信息
观山瑞苑,罗湖区布心,罗湖区金洲路与翠荫路交叉口东北140米,49596,塔楼/塔板结合,1194户,2栋,商品房,2009-2022年 ,3.8元/平米/月,深圳中海物业管理有限公司,暂无信息
悦峰尚府,罗湖区布心,国槐路悦峰尚府,42649,塔楼/板楼,2518户,5栋,商品房/动迁安置房,1999-2023年 ,3.8元/平米/月,暂无信息,暂无信息
观山嘉苑,罗湖区布心,金洲路198号,48169,塔楼/板楼/塔板结合,2088户,5栋,商品房/动迁安置房,2002-2023年 ,3.8元/平米/月,深圳中海物业管理有限公司,暂无信息
宝湖名园,罗湖区布心,太白路1032号,52465,塔板结合,303户,2栋,商品房,2002年 ,2.1至3.2元/平米/月,深圳市鑫辉物业有限公司,深圳宝发实业有限公司
彩世界家园,罗湖区布心,东湖路6号,51741,塔板结合,1168户,9栋,商品房,2002-2003年 ,3.2元/平米/月,金地物业,深圳市朗钜实业有限公司
鹏城花园,罗湖区布心,东湖路8号,42561,塔板结合,1102户,13栋,商品房,1987-2021年 ,1至2.8元/平米/月,深圳港隆物业管理有限公司,华联地产
东晓花园,罗湖区布心,东晓路2001号,47473,塔板结合,183户,8栋,商品房,1988-1989年 ,1.5元/平米/月,深圳市物业管理有限公司,深圳市城建物业管理有限公司
君逸华府,罗湖区布心,太白路3016号,69297,塔楼/塔板结合,1303户,7栋,商品房,1990-2019年 ,3.5至3.8元/平米/月,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司
松泉山庄,罗湖区布心,太白路4012号,47531,塔楼/塔板结合,936户,24栋,商品房,1996-2005年 ,0.8至2.6元/平米/月,大地通物业管理有限公司,深圳市石化房地产有限公司
太白居,罗湖区布心,东晓路3038号,50733,板楼/塔板结合,730户,14栋,商品房,1994-1999年 ,1.2至2.6元/平米/月,深圳市城建物业管理有限公司,深圳市城建开发（集团）公司
碧岭华庭,罗湖区布心,太白路4068号,54818,塔楼/塔板结合,1334户,6栋,商品房,2002-2009年 ,3.5至3.58元/平米/月,深圳市居佳物业管理有限公司,深圳市祥云实业有限公司
鸿翠苑,罗湖区布心,金稻田路2053号,53637,塔板结合,514户,2栋,商品房,2009年 ,3.1元/平米/月,深圳市鸿基物业管理有限公司,深圳市鸿基（集团）股份有限公司
颖隆大厦,罗湖区布心,翠山路1号,40384,塔楼,618户,1栋,商品房/使用权,1997-2003年 ,2元/平米/月,深圳市利庆物业管理有限公司,深圳市颖力实业发展有限公司
深华花园,罗湖区布心,金稻田路2063号,38176,塔楼/塔板结合,173户,5栋,商品房,1990-1997年 ,0.01至1.1元/平米/月,无物业管理服务,暂无资料
鸿基花园,罗湖区布心,金稻田路2053号,45979,板楼,331户,4栋,商品房,1988-1997年 ,1.5至5元/平米/月,深圳市鸿基物业管理有限公司,东旭鸿基地产集团有限公司
大地花园,罗湖区布心,太白路4009号,40521,塔楼/塔板结合,565户,2栋,商品房,1990-2004年 ,2.8元/平米/月,大地物业管理有限公司,石化集团
长富花园,罗湖区布心,太白路3079号,62425,板楼/塔板结合,248户,3栋,商品房,1993-1997年 ,0.8元/平米/月,长富物业管理有限公司,长富房地产开发经营物业管理（广州）有限公司
太阳新城,罗湖区布心,太白路4011号,59180,塔楼/塔板结合,1446户,7栋,商品房,2001-2018年 ,2.8至3元/平米/月,深圳市阳基物业管理有限公司,深圳市阳基房地产开发有限公司
双御雅轩,罗湖区布心,太白路4001号,73413,塔楼,160户,2栋,商品房/使用权,2008-2009年 ,3.2元/平米/月,深圳市深安物业管理有限公司,深圳市双御雅轩房地产有限公司
淘金山一期,罗湖区布心,翠荫路268号,83897,塔楼,839户,8栋,商品房,2006-2008年 ,3至3.5元/平米/月,深圳市金铃物业管理有限公司,深圳市金地利投资有限公司
泰和花园,罗湖区布心,东晓路4005号,57514,板楼,528户,10栋,商品房,1997-1999年 ,1.5元/平米/月,深圳市万泽房地产开发有限公司,深圳市万泽房地产开发有限公司
青橙时代,罗湖区布心,东晓路4016号,55093,塔板结合,160户,2栋,商品房,2006年 ,2.5元/平米/月,深圳市彩生活物业管理有限公司,深圳正南投资发展有限公司
阳光明居,罗湖区布心,金稻田路1048号,74861,塔板结合,560户,13栋,商品房,1999-2022年 ,2.8元/平米/月,深圳市聚祥和物业管理有限公司,深圳市大永盛房地产开发有限公司
一致春晓苑,罗湖区布心,春和路1号,74292,塔板结合,436户,7栋,商品房/乡产,1990-1999年 ,0.8元/平米/月,一致春晓苑物业管理有限公司,无开发商
翡翠园,罗湖区布心,翠荫路658号,46327,塔板结合,265户,5栋,商品房,2000-2001年 ,1.5元/平米/月,深圳市物业管理有限公司,深圳市浩海通投资有限公司
培峰苑,罗湖区布心,深圳市罗湖区金稻田路与禾坑路交汇处,59542,板楼,216户,2栋,商品房,2009-2015年 ,2.85元/平米/月,深圳市地勘物业管理有限公司, 深圳市万龙靓投资发展有限公司
观山祥苑,罗湖区布心,文德路28号,49124,塔楼,1012户,1栋,商品房,1987-2023年 ,3.8元/平米/月,暂无信息,暂无信息
悦峰华府,罗湖区布心,广东省深圳市罗湖区金稻田路,45201,塔楼/板楼,3536户,6栋,商品房,2001-2023年 ,3.8元/平米/月,深圳市天健物业管理有限公司,暂无信息
山湖居一期,罗湖区布心,东晓路山湖居一期,59582,塔板结合,522户,3栋,商品房,2002-2003年 ,4.5元/平米/月,暂无信息,暂无信息
悦彩城（西北地块）,罗湖区布心,东昌路粤海城,0,塔楼/板楼,1841户,5栋,商品房/使用权,2001-2021年 ,7.5元/平米/月,深圳市仁恒物业管理有限公司,粤海置地有限公司
观山瑞苑,罗湖区布心,罗湖区金洲路与翠荫路交叉口东北140米,49596,塔楼/塔板结合,1194户,2栋,商品房,2009-2022年 ,3.8元/平米/月,深圳中海物业管理有限公司,暂无信息
悦峰尚府,罗湖区布心,国槐路悦峰尚府,42649,塔楼/板楼,2518户,5栋,商品房/动迁安置房,1999-2023年 ,3.8元/平米/月,暂无信息,暂无信息
观山嘉苑,罗湖区布心,金洲路198号,48169,塔楼/板楼/塔板结合,2088户,5栋,商品房/动迁安置房,2002-2023年 ,3.8元/平米/月,深圳中海物业管理有限公司,暂无信息
维富大厦,罗湖区布心,太白路4006号,43139,塔板结合,216户,1栋,商品房,2002年 ,2.7元/平米/月,深石化物业管理有限公司,深圳维富化工有限公司
英达花园,罗湖区布心,太白路4017号西门,40905,塔楼,496户,4栋,商品房,1995年 ,0.8至2.6元/平米/月,深圳市莱英物业管理有限公司英达花园管理处,深圳市英达投资发展有限公司
淘金山一期,罗湖区布心,翠荫路268号,83897,塔楼,839户,8栋,商品房,2006-2008年 ,3至3.5元/平米/月,深圳市金铃物业管理有限公司,深圳市金地利投资有限公司
泰和花园,罗湖区布心,东晓路4005号,57514,板楼,528户,10栋,商品房,1997-1999年 ,1.5元/平米/月,深圳市万泽房地产开发有限公司,深圳市万泽房地产开发有限公司
青橙时代,罗湖区布心,东晓路4016号,55093,塔板结合,160户,2栋,商品房,2006年 ,2.5元/平米/月,深圳市彩生活物业管理有限公司,深圳正南投资发展有限公司
阳光明居,罗湖区布心,金稻田路1048号,74861,塔板结合,560户,13栋,商品房,1999-2022年 ,2.8元/平米/月,深圳市聚祥和物业管理有限公司,深圳市大永盛房地产开发有限公司
一致春晓苑,罗湖区布心,春和路1号,74292,塔板结合,436户,7栋,商品房/乡产,1990-1999年 ,0.8元/平米/月,一致春晓苑物业管理有限公司,无开发商
翡翠园,罗湖区布心,翠荫路658号,46327,塔板结合,265户,5栋,商品房,2000-2001年 ,1.5元/平米/月,深圳市物业管理有限公司,深圳市浩海通投资有限公司
心怡花园,罗湖区布心,东晓路4010号,57557,塔板结合,374户,9栋,商品房,2002年 ,2.04至3.1元/平米/月,深圳市城建物业管理有限公司,深圳市城建开发（集团）公司
布心花园三区,罗湖区布心,太白路1068号,52556,塔板结合,434户,9栋,商品房,1989-1997年 ,0.7至1.1元/平米/月,深圳市大众物业管理有限公司,深圳市大众物业有限公司
东兴大院,罗湖区布心,金稻田路1089号,51164,塔板结合,50户,2栋,商品房,1995-1998年 ,1.8元/平米/月,深圳市和诚物业管理有限公司,深圳城建
今日家园,罗湖区布心,东昌路78号,69228,塔板结合,1112户,1栋,商品房,2002-2012年 ,2.8元/平米/月,深圳市佳宏物业管理有限公司,深圳市星通房地产开发有限公司
雍翠华府,罗湖区布心,太白路4088号,54335,塔楼/塔板结合,1394户,6栋,商品房,1998-2004年 ,2.8元/平米/月,深圳市崇德物业管理有限公司,深圳茂业（集团）有限公司
宝湖名园,罗湖区布心,太白路1032号,52614,塔板结合,303户,2栋,商品房,2002年 ,2.1至3.2元/平米/月,深圳市鑫辉物业有限公司,深圳宝发实业有限公司
彩世界家园,罗湖区布心,东湖路6号,51741,塔板结合,1168户,9栋,商品房,2002-2003年 ,3.2元/平米/月,金地物业,深圳市朗钜实业有限公司
鹏城花园,罗湖区布心,东湖路8号,42561,塔板结合,1102户,13栋,商品房,1987-2021年 ,1至2.8元/平米/月,深圳港隆物业管理有限公司,华联地产
东晓花园,罗湖区布心,东晓路2001号,47473,塔板结合,183户,8栋,商品房,1988-1989年 ,1.5元/平米/月,深圳市物业管理有限公司,深圳市城建物业管理有限公司
君逸华府,罗湖区布心,太白路3016号,69297,塔楼/塔板结合,1303户,7栋,商品房,1990-2019年 ,3.5至3.8元/平米/月,深圳百仕达物业管理有限公司,深圳市百仕达实业有限公司
松泉山庄,罗湖区布心,太白路4012号,47531,塔楼/塔板结合,936户,24栋,商品房,1996-2005年 ,0.8至2.6元/平米/月,大地通物业管理有限公司,深圳市石化房地产有限公司
太白居,罗湖区布心,东晓路3038号,47822,板楼/塔板结合,730户,14栋,商品房,1994-1999年 ,1.2至2.6元/平米/月,深圳市城建物业管理有限公司,深圳市城建开发（集团）公司
碧岭华庭,罗湖区布心,太白路4068号,54818,塔楼/塔板结合,1334户,6栋,商品房,2002-2009年 ,3.5至3.58元/平米/月,深圳市居佳物业管理有限公司,深圳市祥云实业有限公司
鸿翠苑,罗湖区布心,金稻田路2053号,53637,塔板结合,514户,2栋,商品房,2009年 ,3.1元/平米/月,深圳市鸿基物业管理有限公司,深圳市鸿基（集团）股份有限公司
深华花园,罗湖区布心,金稻田路2063号,38176,塔楼/塔板结合,173户,5栋,商品房,1990-1997年 ,0.01至1.1元/平米/月,无物业管理服务,暂无资料
鸿基花园,罗湖区布心,金稻田路2053号,45979,板楼,331户,4栋,商品房,1988-1997年 ,1.5至5元/平米/月,深圳市鸿基物业管理有限公司,东旭鸿基地产集团有限公司
