芳华路673弄,(浦东北蔡)芳华路673弄,53530,"['建筑类型', '板楼', '房屋总数', '228户', '楼栋总数', '18栋', '绿化率', '40%', '容积率', '2', '交易权属', '商品房', '建成年代', '1995-1996年 ', '供暖类型', '集中供暖/自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海市花木物业', '开发商', '上海花木开发有限公司']"
芳佳苑,(浦东北蔡)芳草路36弄,70850,"['建筑类型', '板楼', '房屋总数', '290户', '楼栋总数', '25栋', '绿化率', '35%', '容积率', '1.8', '交易权属', '商品房/售后公房', '建成年代', '1999-2001年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.68至2.93元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '长华物业公司', '开发商', '上海信尔房地产经营开发实业有限公司']"
芳芯苑,"(浦东北蔡)芳草路352弄, 芳芯路363弄",55437,"['建筑类型', '板楼', '房屋总数', '540户', '楼栋总数', '43栋', '绿化率', '40%', '容积率', '1.8', '交易权属', '商品房/售后公房/动迁安置房', '建成年代', '1994-2003年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.75元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海航帆物业管理有限公司', '开发商', '上海裕华']"
莲文苑,(浦东北蔡)莲园路77弄,73682,"['建筑类型', '板楼', '房屋总数', '342户', '楼栋总数', '27栋', '绿化率', '40%', '容积率', '1.8', '交易权属', '商品房/动迁安置房', '建成年代', '2004年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8至1.1元/平米/月', '附近门店', '/上海市浦东新区莲园路22', '物业公司', '上海东莲物业管理公司', '开发商', '界龙房地产开发公司']"
金旋小区,"(浦东北蔡)北艾路1128弄1-28号,北艾路1130弄1-5号",56064,"['建筑类型', '板楼', '房屋总数', '734户', '楼栋总数', '33栋', '绿化率', '30%', '容积率', '0.8', '交易权属', '商品房/动迁安置房', '建成年代', '1994-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8元/平米/月', '附近门店', '/北艾路1047 1051号', '物业公司', '任傶物业', '开发商', '上海由由集团股份有限公司']"
芳华路253弄,(浦东北蔡)芳华路253弄,57166,"['建筑类型', '板楼', '房屋总数', '330户', '楼栋总数', '24栋', '绿化率', '40%', '容积率', '1.1', '交易权属', '商品房/动迁安置房', '建成年代', '1995-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.8元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
芳华路411弄,(浦东北蔡)芳华路411弄,57328,"['建筑类型', '板楼', '房屋总数', '224户', '楼栋总数', '17栋', '绿化率', '10%', '容积率', '1.5', '交易权属', '商品房/动迁安置房', '建成年代', '1995-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6元/平米/月', '附近门店', '/芳华路459号', '物业公司', '花木物业', '开发商', '上海花木开发有限公司']"
芳华路229弄,(浦东北蔡)芳华路229弄,56506,"['建筑类型', '板楼', '房屋总数', '294户', '楼栋总数', '26栋', '绿化率', '40%', '容积率', '2', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.65元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
联勤小区,(浦东北蔡)锦绣路3841弄,45019,"['建筑类型', '板楼', '房屋总数', '312户', '楼栋总数', '26栋', '绿化率', '35%', '容积率', '2', '交易权属', '商品房', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5至1.2元/平米/月', '附近门店', '/绿林路235', '物业公司', '上海长银物业发展有限公司', '开发商', '上海绿地集团']"
南新三村,(浦东北蔡)下南路339弄,45510,"['建筑类型', '板楼', '房屋总数', '1040户', '楼栋总数', '66栋', '绿化率', '25%', '容积率', '1.5', '交易权属', '商品房/售后公房/动迁安置房', '建成年代', '1994-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8元/平米/月', '附近门店', '/下南路392号', '物业公司', '上海长银物业发展有限公司', '开发商', '绿城集团']"
连波路66弄,(浦东北蔡)连波路66弄,56876,"['建筑类型', '板楼', '房屋总数', '93户', '楼栋总数', '7栋', '绿化率', '36%', '容积率', '2', '交易权属', '商品房', '建成年代', '1994-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.8元/平米/月', '附近门店', '/芳华路459号', '物业公司', '泰欣物业', '开发商', '上海泰欣置业有限公司']"
芳华路268弄,(浦东北蔡)芳华路268弄,59453,"['建筑类型', '板楼', '房屋总数', '312户', '楼栋总数', '28栋', '绿化率', '30%', '容积率', '1.6', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '1994-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.85元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海陆家嘴双乐物业管理有限公司', '开发商', '上海花木开发有限公司']"
绿川小区,"(浦东北蔡)博华路999弄,博华路1018弄",46464,"['建筑类型', '板楼', '房屋总数', '1914户', '楼栋总数', '150栋', '绿化率', '35%', '容积率', '2.8', '交易权属', '商品房/售后公房/动迁安置房/使用权', '建成年代', '1995-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5至0.8元/平米/月', '附近门店', '/绿林路235', '物业公司', '上海长银物业发展有限公司', '开发商', '绿城集团']"
虞泽苑,"(浦东北蔡)鹏飞路101弄,鹏飞路51弄",70475,"['建筑类型', '板楼', '房屋总数', '738户', '楼栋总数', '16栋', '绿化率', '35%', '容积率', '2.5', '交易权属', '商品房/动迁安置房', '建成年代', '2012年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.12元/平米/月', '附近门店', '/陈春路20号1-3层', '物业公司', '上海莲溪物业管理有限公司', '开发商', '上海鹏丰置业有限公司']"
大华锦绣华城(十九街区)(别墅),(浦东北蔡)锦绣路3338弄,105613,"['建筑类型', '板楼', '房屋总数', '84户', '楼栋总数', '84栋', '绿化率', '38%', '容积率', '1.6', '交易权属', '商品房', '建成年代', '2003-2006年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.35元/平米/月', '附近门店', '/', '物业公司', '上海浦华物业管理有限公司', '开发商', '大华集团上海投资有限公司']"
莲鼎苑,(浦东北蔡)新陈路280弄,66548,"['建筑类型', '板楼', '房屋总数', '271户', '楼栋总数', '25栋', '绿化率', '33%', '容积率', '1.2', '交易权属', '商品房', '建成年代', '2002年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.2元/平米/月', '附近门店', '/', '物业公司', '建工物业', '开发商', '上海绿地集团']"
北蔡大街小区,"(浦东北蔡)北蔡大街31弄, 北蔡大街32弄, 北蔡大街17号, 沪南路671号",52118,"['建筑类型', '板楼', '房屋总数', '396户', '楼栋总数', '25栋', '绿化率', '10%', '容积率', '1.4', '交易权属', '商品房/售后公房/动迁安置房/使用权', '建成年代', '1982-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.3元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '上海莲溪物业管理有限公司', '开发商', '上海华辰房地产开发有限公司']"
大华锦绣华城(十街区),(浦东北蔡)下南路1071弄1-32号,73105,"['建筑类型', '板楼', '房屋总数', '484户', '楼栋总数', '31栋', '绿化率', '38%', '容积率', '1.6', '交易权属', '商品房/动迁安置房', '建成年代', '2005年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.55至1元/平米/月', '附近门店', '/北艾路1047 1051号', '物业公司', '上海浦华物业管理有限公司', '开发商', '大华集团上海华宜置业有限公司']"
华安公寓(浦东),(浦东北蔡)高科西路2960弄,52520,"['建筑类型', '板楼', '房屋总数', '48户', '楼栋总数', '4栋', '绿化率', '暂无信息', '容积率', '暂无信息', '交易权属', '商品房/动迁安置房', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '上海爱家物业管理有限公司', '开发商', '威海华安投资有限公司']"
芳华路188弄,(浦东北蔡)芳华路188弄,55498,"['建筑类型', '板楼', '房屋总数', '280户', '楼栋总数', '24栋', '绿化率', '40%', '容积率', '1.1', '交易权属', '商品房/动迁安置房', '建成年代', '1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.7元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海浦东新区花木物业公司', '开发商', '花木房产']"
海上国际花园(一期),(浦东北蔡)成山路2399弄2-91号,89871,"['建筑类型', '板楼', '房屋总数', '958户', '楼栋总数', '85栋', '绿化率', '40%', '容积率', '1.2', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '2005-2006年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '商电/民电']","['物业费', '1.5至2.89元/平米/月', '附近门店', '/', '物业公司', '上海万科物业服务有限公司', '开发商', '上海香溢房地产有限公司']"
由由三村,"(浦东北蔡)严中路140弄,严杨路116弄,严杨路166弄",56141,"['建筑类型', '板楼', '房屋总数', '1228户', '楼栋总数', '95栋', '绿化率', '30%', '容积率', '1.07', '交易权属', '商品房/售后公房/动迁安置房/使用权', '建成年代', '1991-2001年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.45至0.8元/平米/月', '附近门店', '/严丰路134号', '物业公司', '暂无信息', '开发商', '上海南市房地产开发实业总公司']"
欣顺小区,(浦东北蔡)下南路309弄1-22号,50700,"['建筑类型', '板楼', '房屋总数', '396户', '楼栋总数', '22栋', '绿化率', '28%', '容积率', '1.5', '交易权属', '商品房', '建成年代', '1995-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5元/平米/月', '附近门店', '/下南路392号', '物业公司', '上海绿地物业服务有限公司', '开发商', '上海绿地集团']"
莲园路488-518号,"(浦东北蔡)莲园路518号, 莲园路488号, 莲园路498号, 莲园路508号",45773,"['建筑类型', '板楼', '房屋总数', '96户', '楼栋总数', '4栋', '绿化率', '35%', '容积率', '2', '交易权属', '商品房/售后公房/动迁安置房', '建成年代', '1994-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.5元/平米/月', '附近门店', '/北中路372号', '物业公司', '上海莲溪物业管理有限公司', '开发商', '北蔡房产开发商']"
芳华路713弄,(浦东北蔡)芳华路713弄,49183,"['建筑类型', '板楼', '房屋总数', '360户', '楼栋总数', '24栋', '绿化率', '40%', '容积率', '1.68', '交易权属', '商品房/已购公房/动迁安置房', '建成年代', '1994-1996年 ', '供暖类型', '集中供暖/自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
芳草路253弄,(浦东北蔡)芳草路253弄,67910,"['建筑类型', '板楼', '房屋总数', '100户', '楼栋总数', '9栋', '绿化率', '20%', '容积率', '2', '交易权属', '商品房/动迁安置房', '建成年代', '2001年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海源开房地产开发公司', '开发商', '上海裕华']"
莲中路250弄,(浦东北蔡)莲中路250弄,53491,"['建筑类型', '板楼', '房屋总数', '238户', '楼栋总数', '17栋', '绿化率', '40%', '容积率', '1.5', '交易权属', '商品房/动迁安置房', '建成年代', '1994-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.45至0.8元/平米/月', '附近门店', '/北中路372号', '物业公司', '上海万泰物业管理有限公司', '开发商', '上海建工集团']"
新陈路428弄,(浦东北蔡)新陈路428弄,51729,"['建筑类型', '板楼', '房屋总数', '156户', '楼栋总数', '12栋', '绿化率', '35%', '容积率', '1.4', '交易权属', '商品房', '建成年代', '1993年 ', '供暖类型', '集中供暖/自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5元/平米/月', '附近门店', '/', '物业公司', '上海建工物业有限公司', '开发商', '上海建工房产有限公司']"
芳华苑,"(浦东北蔡)芳华路329弄,芳华路503弄",59732,"['建筑类型', '板楼', '房屋总数', '546户', '楼栋总数', '45栋', '绿化率', '30%', '容积率', '1.6', '交易权属', '商品房/使用权', '建成年代', '1994-2001年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6至0.65元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海良新物业', '开发商', '至诚集团']"
花木新村,(浦东北蔡)芳华路310弄,51638,"['建筑类型', '板楼', '房屋总数', '630户', '楼栋总数', '45栋', '绿化率', '30%', '容积率', '1.6', '交易权属', '商品房/动迁安置房', '建成年代', '1994-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.8元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海浦东新区花木物业公司', '开发商', '花木房产']"
芳华路673弄,(浦东北蔡)芳华路673弄,53530,"['建筑类型', '板楼', '房屋总数', '228户', '楼栋总数', '18栋', '绿化率', '40%', '容积率', '2', '交易权属', '商品房', '建成年代', '1995-1996年 ', '供暖类型', '集中供暖/自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
芳佳苑,(浦东北蔡)芳草路36弄,70850,"['建筑类型', '板楼', '房屋总数', '290户', '楼栋总数', '25栋', '绿化率', '35%', '容积率', '1.8', '交易权属', '商品房/售后公房', '建成年代', '1999-2001年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.68至2.93元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '长华物业公司', '开发商', '上海信尔房地产经营开发实业有限公司']"
芳芯苑,"(浦东北蔡)芳草路352弄, 芳芯路363弄",55437,"['建筑类型', '板楼', '房屋总数', '540户', '楼栋总数', '43栋', '绿化率', '40%', '容积率', '1.8', '交易权属', '商品房/售后公房/动迁安置房', '建成年代', '1994-2003年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.75元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海航帆物业管理有限公司', '开发商', '上海裕华']"
莲文苑,(浦东北蔡)莲园路77弄,73682,"['建筑类型', '板楼', '房屋总数', '342户', '楼栋总数', '27栋', '绿化率', '40%', '容积率', '1.8', '交易权属', '商品房/动迁安置房', '建成年代', '2004年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8至1.1元/平米/月', '附近门店', '/上海市浦东新区莲园路22', '物业公司', '上海东莲物业管理公司', '开发商', '界龙房地产开发公司']"
金旋小区,"(浦东北蔡)北艾路1128弄1-28号,北艾路1130弄1-5号",56064,"['建筑类型', '板楼', '房屋总数', '734户', '楼栋总数', '33栋', '绿化率', '30%', '容积率', '0.8', '交易权属', '商品房/动迁安置房', '建成年代', '1994-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8元/平米/月', '附近门店', '/北艾路1047 1051号', '物业公司', '任傶物业', '开发商', '上海由由集团股份有限公司']"
芳华路253弄,(浦东北蔡)芳华路253弄,57166,"['建筑类型', '板楼', '房屋总数', '330户', '楼栋总数', '24栋', '绿化率', '40%', '容积率', '1.1', '交易权属', '商品房/动迁安置房', '建成年代', '1995-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.8元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
芳华路411弄,(浦东北蔡)芳华路411弄,57328,"['建筑类型', '板楼', '房屋总数', '224户', '楼栋总数', '17栋', '绿化率', '10%', '容积率', '1.5', '交易权属', '商品房/动迁安置房', '建成年代', '1995-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.6元/平米/月', '附近门店', '/芳华路459号', '物业公司', '花木物业', '开发商', '上海花木开发有限公司']"
芳华路229弄,(浦东北蔡)芳华路229弄,56506,"['建筑类型', '板楼', '房屋总数', '294户', '楼栋总数', '26栋', '绿化率', '40%', '容积率', '2', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.35至0.65元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海花木物业', '开发商', '上海花木开发有限公司']"
联勤小区,(浦东北蔡)锦绣路3841弄,45019,"['建筑类型', '板楼', '房屋总数', '312户', '楼栋总数', '26栋', '绿化率', '35%', '容积率', '2', '交易权属', '商品房', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5至1.2元/平米/月', '附近门店', '/绿林路235', '物业公司', '上海长银物业发展有限公司', '开发商', '上海绿地集团']"
南新三村,(浦东北蔡)下南路339弄,45510,"['建筑类型', '板楼', '房屋总数', '1040户', '楼栋总数', '66栋', '绿化率', '25%', '容积率', '1.5', '交易权属', '商品房/售后公房/动迁安置房', '建成年代', '1994-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.8元/平米/月', '附近门店', '/下南路392号', '物业公司', '上海长银物业发展有限公司', '开发商', '绿城集团']"
连波路66弄,(浦东北蔡)连波路66弄,56876,"['建筑类型', '板楼', '房屋总数', '93户', '楼栋总数', '7栋', '绿化率', '36%', '容积率', '2', '交易权属', '商品房', '建成年代', '1994-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.8元/平米/月', '附近门店', '/芳华路459号', '物业公司', '泰欣物业', '开发商', '上海泰欣置业有限公司']"
芳华路268弄,(浦东北蔡)芳华路268弄,59453,"['建筑类型', '板楼', '房屋总数', '312户', '楼栋总数', '28栋', '绿化率', '30%', '容积率', '1.6', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '1994-1996年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.65至0.85元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海陆家嘴双乐物业管理有限公司', '开发商', '上海花木开发有限公司']"
绿川小区,"(浦东北蔡)博华路999弄,博华路1018弄",46464,"['建筑类型', '板楼', '房屋总数', '1914户', '楼栋总数', '150栋', '绿化率', '35%', '容积率', '2.8', '交易权属', '商品房/售后公房/动迁安置房/使用权', '建成年代', '1995-1997年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.5至0.8元/平米/月', '附近门店', '/绿林路235', '物业公司', '上海长银物业发展有限公司', '开发商', '绿城集团']"
虞泽苑,"(浦东北蔡)鹏飞路101弄,鹏飞路51弄",70475,"['建筑类型', '板楼', '房屋总数', '738户', '楼栋总数', '16栋', '绿化率', '35%', '容积率', '2.5', '交易权属', '商品房/动迁安置房', '建成年代', '2012年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.12元/平米/月', '附近门店', '/陈春路20号1-3层', '物业公司', '上海莲溪物业管理有限公司', '开发商', '上海鹏丰置业有限公司']"
大华锦绣华城(十九街区)(别墅),(浦东北蔡)锦绣路3338弄,105613,"['建筑类型', '板楼', '房屋总数', '84户', '楼栋总数', '84栋', '绿化率', '38%', '容积率', '1.6', '交易权属', '商品房', '建成年代', '2003-2006年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.35元/平米/月', '附近门店', '/', '物业公司', '上海浦华物业管理有限公司', '开发商', '大华集团上海投资有限公司']"
莲鼎苑,(浦东北蔡)新陈路280弄,66548,"['建筑类型', '板楼', '房屋总数', '271户', '楼栋总数', '25栋', '绿化率', '33%', '容积率', '1.2', '交易权属', '商品房', '建成年代', '2002年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1.2元/平米/月', '附近门店', '/', '物业公司', '建工物业', '开发商', '上海绿地集团']"
北蔡大街小区,"(浦东北蔡)北蔡大街31弄, 北蔡大街32弄, 北蔡大街17号, 沪南路671号",52118,"['建筑类型', '板楼', '房屋总数', '396户', '楼栋总数', '25栋', '绿化率', '10%', '容积率', '1.4', '交易权属', '商品房/售后公房/动迁安置房/使用权', '建成年代', '1982-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.3元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '上海莲溪物业管理有限公司', '开发商', '上海华辰房地产开发有限公司']"
大华锦绣华城(十街区),(浦东北蔡)下南路1071弄1-32号,73105,"['建筑类型', '板楼', '房屋总数', '484户', '楼栋总数', '31栋', '绿化率', '38%', '容积率', '1.6', '交易权属', '商品房/动迁安置房', '建成年代', '2005年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.55至1元/平米/月', '附近门店', '/北艾路1047 1051号', '物业公司', '上海浦华物业管理有限公司', '开发商', '大华集团上海华宜置业有限公司']"
华安公寓(浦东),(浦东北蔡)高科西路2960弄,52520,"['建筑类型', '板楼', '房屋总数', '48户', '楼栋总数', '4栋', '绿化率', '暂无信息', '容积率', '暂无信息', '交易权属', '商品房/动迁安置房', '建成年代', '1998年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1元/平米/月', '附近门店', '/北蔡镇白杨路高科西路2907弄15号', '物业公司', '上海爱家物业管理有限公司', '开发商', '威海华安投资有限公司']"
芳华路188弄,(浦东北蔡)芳华路188弄,55498,"['建筑类型', '板楼', '房屋总数', '280户', '楼栋总数', '24栋', '绿化率', '40%', '容积率', '1.1', '交易权属', '商品房/动迁安置房', '建成年代', '1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '0.7元/平米/月', '附近门店', '/芳华路459号', '物业公司', '上海浦东新区花木物业公司', '开发商', '花木房产']"
莲溪一村,(浦东北蔡)北中路354弄,53196,"['建筑类型', '板楼', '房屋总数', '464户', '楼栋总数', '24栋', '绿化率', '35%', '容积率', '50', '交易权属', '商品房/动迁安置房/使用权', '建成年代', '1993-1995年 ', '供暖类型', '自采暖', '用水类型', '民水', '用电类型', '民电']","['物业费', '1元/平米/月', '附近门店', '/北中路372号', '物业公司', '陆家嘴物业公司', '开发商', '上海绿地集团']"
